DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag,timestamp,temperature,windspeed,solar_irradiance
04/13/2025,2,4,LZ_NORTH,LZ,16.59,N,2025-04-13 01:00:00,68.6,11.5,0.0
04/12/2025,24,2,LZ_AEN,LZ,20.34,N,2025-04-12 23:00:00,72.8,8.4,0.0
04/12/2025,24,2,LZ_HOUSTON,LZ,20.66,N,2025-04-12 23:00:00,68.2,10.8,0.0
04/12/2025,24,2,LZ_NORTH,LZ,19.24,N,2025-04-12 23:00:00,72.4,14.3,0.0
04/13/2025,10,2,LZ_AEN,LZ,-12.15,N,2025-04-13 09:00:00,66.3,9.1,293.0
04/13/2025,10,2,LZ_HOUSTON,LZ,-0.49,N,2025-04-13 09:00:00,68.5,10.4,47.0
04/13/2025,10,2,LZ_NORTH,LZ,-10.4,N,2025-04-13 09:00:00,67.7,13.7,282.0
04/13/2025,20,4,LZ_AEN,LZ,56.09,N,2025-04-13 19:00:00,86.0,13.8,86.0
04/13/2025,20,4,LZ_HOUSTON,LZ,41.72,N,2025-04-13 19:00:00,77.4,14.2,15.0
04/13/2025,20,4,LZ_NORTH,LZ,42.88,N,2025-04-13 19:00:00,87.7,17.0,42.0
04/12/2025,2,2,LZ_AEN,LZ,17.57,N,2025-04-12 01:00:00,65.8,0.0,0.0
04/12/2025,2,2,LZ_HOUSTON,LZ,18.66,N,2025-04-12 01:00:00,72.1,0.2,0.0
04/12/2025,2,2,LZ_NORTH,LZ,17.05,N,2025-04-12 01:00:00,63.0,4.9,0.0
04/13/2025,4,3,LZ_AEN,LZ,12.79,N,2025-04-13 03:00:00,64.5,7.6,0.0
04/13/2025,4,3,LZ_HOUSTON,LZ,15.25,N,2025-04-13 03:00:00,66.2,11.7,0.0
04/13/2025,4,3,LZ_NORTH,LZ,14.92,N,2025-04-13 03:00:00,68.3,11.9,0.0
04/12/2025,11,2,LZ_AEN,LZ,-2.85,N,2025-04-12 10:00:00,72.1,4.1,477.0
04/12/2025,11,2,LZ_HOUSTON,LZ,0.31,N,2025-04-12 10:00:00,75.2,7.1,383.0
04/12/2025,11,2,LZ_NORTH,LZ,-2.41,N,2025-04-12 10:00:00,67.7,10.9,786.0
04/15/2025,23,1,LZ_AEN,LZ,35.32,N,2025-04-15 22:00:00,75.8,6.6,0.0
04/15/2025,23,1,LZ_HOUSTON,LZ,34.81,N,2025-04-15 22:00:00,71.5,9.4,0.0
04/15/2025,23,1,LZ_NORTH,LZ,33.95,N,2025-04-15 22:00:00,64.1,3.8,0.0
04/18/2025,9,4,LZ_AEN,LZ,14.53,N,2025-04-18 08:00:00,70.9,8.6,49.0
04/18/2025,9,4,LZ_HOUSTON,LZ,14.25,N,2025-04-18 08:00:00,73.5,9.3,64.0
04/18/2025,9,4,LZ_NORTH,LZ,14.72,N,2025-04-18 08:00:00,69.2,15.0,76.0
04/12/2025,18,2,LZ_AEN,LZ,15.49,N,2025-04-12 17:00:00,89.4,10.5,522.0
04/12/2025,18,2,LZ_HOUSTON,LZ,18.45,N,2025-04-12 17:00:00,81.0,12.8,195.0
04/12/2025,18,2,LZ_NORTH,LZ,-0.2,N,2025-04-12 17:00:00,82.1,16.1,667.0
04/17/2025,21,3,LZ_AEN,LZ,23.82,N,2025-04-17 20:00:00,79.7,15.0,0.0
04/17/2025,21,3,LZ_HOUSTON,LZ,28.47,N,2025-04-17 20:00:00,75.3,13.8,0.0
04/17/2025,21,3,LZ_NORTH,LZ,33.95,N,2025-04-17 20:00:00,79.5,15.9,0.0
04/17/2025,3,3,LZ_AEN,LZ,19.25,N,2025-04-17 02:00:00,69.2,12.4,0.0
04/17/2025,3,3,LZ_HOUSTON,LZ,22.04,N,2025-04-17 02:00:00,68.1,18.3,0.0
04/17/2025,3,3,LZ_NORTH,LZ,22.14,N,2025-04-17 02:00:00,69.1,10.3,0.0
04/13/2025,5,4,LZ_AEN,LZ,13.25,N,2025-04-13 04:00:00,63.7,7.6,0.0
04/13/2025,5,4,LZ_HOUSTON,LZ,15.11,N,2025-04-13 04:00:00,66.1,10.6,0.0
04/13/2025,5,4,LZ_NORTH,LZ,14.57,N,2025-04-13 04:00:00,67.5,12.3,0.0
04/15/2025,17,1,LZ_AEN,LZ,24.54,N,2025-04-15 16:00:00,81.3,7.1,508.0
04/15/2025,17,1,LZ_HOUSTON,LZ,31.15,N,2025-04-15 16:00:00,75.6,5.1,108.0
04/15/2025,17,1,LZ_NORTH,LZ,35.92,N,2025-04-15 16:00:00,73.5,11.9,967.0
04/18/2025,14,2,LZ_AEN,LZ,13.42,N,2025-04-18 13:00:00,89.7,13.1,848.0
04/18/2025,14,2,LZ_HOUSTON,LZ,19.35,N,2025-04-18 13:00:00,82.8,15.6,871.0
04/18/2025,14,2,LZ_NORTH,LZ,21.8,N,2025-04-18 13:00:00,82.1,18.7,477.0
04/18/2025,3,2,LZ_AEN,LZ,15.18,N,2025-04-18 02:00:00,70.0,11.5,0.0
04/18/2025,3,2,LZ_HOUSTON,LZ,16.96,N,2025-04-18 02:00:00,71.9,20.0,0.0
04/18/2025,3,2,LZ_NORTH,LZ,16.23,N,2025-04-18 02:00:00,71.0,17.8,0.0
04/15/2025,8,1,LZ_AEN,LZ,34.84,N,2025-04-15 07:00:00,67.1,6.5,0.0
04/15/2025,8,1,LZ_HOUSTON,LZ,34.84,N,2025-04-15 07:00:00,66.3,9.0,4.0
04/15/2025,8,1,LZ_NORTH,LZ,34.84,N,2025-04-15 07:00:00,59.7,9.0,6.0
04/13/2025,14,4,LZ_AEN,LZ,-0.54,N,2025-04-13 13:00:00,87.8,22.9,865.0
04/13/2025,14,4,LZ_HOUSTON,LZ,21.2,N,2025-04-13 13:00:00,79.4,16.7,900.0
04/13/2025,14,4,LZ_NORTH,LZ,6.72,N,2025-04-13 13:00:00,83.9,19.5,85.0
04/17/2025,14,3,LZ_AEN,LZ,11.41,N,2025-04-17 13:00:00,81.1,11.8,419.0
04/17/2025,14,3,LZ_HOUSTON,LZ,21.41,N,2025-04-17 13:00:00,79.5,19.0,792.0
04/17/2025,14,3,LZ_NORTH,LZ,14.75,N,2025-04-17 13:00:00,78.7,18.4,1025.0
04/16/2025,21,3,LZ_AEN,LZ,101.84,N,2025-04-16 20:00:00,79.0,9.3,0.0
04/16/2025,21,3,LZ_HOUSTON,LZ,108.16,N,2025-04-16 20:00:00,73.5,16.1,0.0
04/16/2025,21,3,LZ_NORTH,LZ,129.32,N,2025-04-16 20:00:00,76.8,13.0,0.0
04/18/2025,10,4,LZ_AEN,LZ,-0.16,N,2025-04-18 09:00:00,72.4,8.6,212.0
04/18/2025,10,4,LZ_HOUSTON,LZ,6.9,N,2025-04-18 09:00:00,75.3,15.5,107.0
04/18/2025,10,4,LZ_NORTH,LZ,3.13,N,2025-04-18 09:00:00,70.4,13.4,60.0
04/17/2025,23,2,LZ_AEN,LZ,20.32,N,2025-04-17 22:00:00,74.0,14.7,0.0
04/17/2025,23,2,LZ_HOUSTON,LZ,23.06,N,2025-04-17 22:00:00,71.9,14.4,0.0
04/17/2025,23,2,LZ_NORTH,LZ,26.59,N,2025-04-17 22:00:00,76.4,16.0,0.0
04/13/2025,18,2,LZ_AEN,LZ,1.92,N,2025-04-13 17:00:00,91.5,13.6,530.0
04/13/2025,18,2,LZ_HOUSTON,LZ,19.75,N,2025-04-13 17:00:00,81.1,18.8,75.0
04/13/2025,18,2,LZ_NORTH,LZ,13.96,N,2025-04-13 17:00:00,90.2,16.4,463.0
04/18/2025,1,4,LZ_AEN,LZ,17.11,N,2025-04-18 00:00:00,71.7,16.4,0.0
04/18/2025,1,4,LZ_HOUSTON,LZ,19.94,N,2025-04-18 00:00:00,71.9,17.8,0.0
04/18/2025,1,4,LZ_NORTH,LZ,22.2,N,2025-04-18 00:00:00,73.1,14.7,0.0
04/16/2025,14,3,LZ_AEN,LZ,0.19,N,2025-04-16 13:00:00,81.3,11.6,351.0
04/16/2025,14,3,LZ_HOUSTON,LZ,32.93,N,2025-04-16 13:00:00,79.1,12.7,852.0
04/16/2025,14,3,LZ_NORTH,LZ,27.08,N,2025-04-16 13:00:00,77.7,13.7,403.0
04/14/2025,3,1,LZ_AEN,LZ,15.23,N,2025-04-14 02:00:00,65.5,6.8,0.0
04/14/2025,3,1,LZ_HOUSTON,LZ,16.95,N,2025-04-14 02:00:00,68.3,15.5,0.0
04/14/2025,3,1,LZ_NORTH,LZ,16.66,N,2025-04-14 02:00:00,71.4,17.5,0.0
04/12/2025,14,4,LZ_AEN,LZ,6.88,N,2025-04-12 13:00:00,84.4,9.9,850.0
04/12/2025,14,4,LZ_HOUSTON,LZ,19.41,N,2025-04-12 13:00:00,80.7,7.6,741.0
04/12/2025,14,4,LZ_NORTH,LZ,-2.85,N,2025-04-12 13:00:00,78.1,14.1,117.0
04/14/2025,8,1,LZ_AEN,LZ,26.56,N,2025-04-14 07:00:00,65.9,7.9,0.0
04/14/2025,8,1,LZ_HOUSTON,LZ,25.36,N,2025-04-14 07:00:00,68.3,7.3,0.0
04/14/2025,8,1,LZ_NORTH,LZ,25.49,N,2025-04-14 07:00:00,64.1,11.6,5.0
04/14/2025,17,1,LZ_AEN,LZ,26.7,N,2025-04-14 16:00:00,90.6,7.9,703.0
04/14/2025,17,1,LZ_HOUSTON,LZ,28.68,N,2025-04-14 16:00:00,82.8,7.3,467.0
04/14/2025,17,1,LZ_NORTH,LZ,31.44,N,2025-04-14 16:00:00,85.1,4.7,262.0
04/12/2025,5,4,LZ_AEN,LZ,15.03,N,2025-04-12 04:00:00,61.6,0.1,0.0
04/12/2025,5,4,LZ_HOUSTON,LZ,16.58,N,2025-04-12 04:00:00,68.6,10.3,0.0
04/12/2025,5,4,LZ_NORTH,LZ,16.21,N,2025-04-12 04:00:00,59.4,5.5,0.0
04/16/2025,3,3,LZ_AEN,LZ,21.62,N,2025-04-16 02:00:00,71.0,8.6,0.0
04/16/2025,3,3,LZ_HOUSTON,LZ,19.62,N,2025-04-16 02:00:00,69.7,5.0,0.0
04/16/2025,3,3,LZ_NORTH,LZ,15.95,N,2025-04-16 02:00:00,58.8,3.0,0.0
04/17/2025,22,1,LZ_AEN,LZ,28.95,N,2025-04-17 21:00:00,75.6,15.7,0.0
04/17/2025,22,1,LZ_HOUSTON,LZ,37.04,N,2025-04-17 21:00:00,73.6,17.6,0.0
04/17/2025,22,1,LZ_NORTH,LZ,39.2,N,2025-04-17 21:00:00,78.0,13.5,0.0
04/11/2025,23,4,LZ_AEN,LZ,20.44,N,2025-04-11 22:00:00,74.9,1.0,0.0
04/11/2025,23,4,LZ_HOUSTON,LZ,19.53,N,2025-04-11 22:00:00,78.2,8.8,0.0
04/11/2025,23,4,LZ_NORTH,LZ,17.72,N,2025-04-11 22:00:00,67.1,4.2,0.0
04/17/2025,13,1,LZ_AEN,LZ,0.86,N,2025-04-17 12:00:00,79.1,10.2,679.0
04/17/2025,13,1,LZ_HOUSTON,LZ,18.7,N,2025-04-17 12:00:00,77.7,16.2,480.0
04/17/2025,13,1,LZ_NORTH,LZ,17.69,N,2025-04-17 12:00:00,76.4,16.5,1138.0
04/15/2025,7,3,LZ_AEN,LZ,52.49,N,2025-04-15 06:00:00,66.1,2.7,0.0
04/15/2025,7,3,LZ_HOUSTON,LZ,52.49,N,2025-04-15 06:00:00,67.6,4.5,0.0
04/15/2025,7,3,LZ_NORTH,LZ,52.49,N,2025-04-15 06:00:00,61.1,8.4,0.0
04/11/2025,23,3,LZ_AEN,LZ,21.84,N,2025-04-11 22:00:00,74.9,1.0,0.0
04/11/2025,23,3,LZ_HOUSTON,LZ,20.97,N,2025-04-11 22:00:00,78.2,8.8,0.0
04/11/2025,23,3,LZ_NORTH,LZ,19.3,N,2025-04-11 22:00:00,67.1,4.2,0.0
04/15/2025,18,3,LZ_AEN,LZ,33.82,N,2025-04-15 17:00:00,80.9,5.4,593.0
04/15/2025,18,3,LZ_HOUSTON,LZ,29.06,N,2025-04-15 17:00:00,75.6,8.2,138.0
04/15/2025,18,3,LZ_NORTH,LZ,18.34,N,2025-04-15 17:00:00,73.9,6.4,426.0
04/11/2025,10,4,LZ_AEN,LZ,16.33,N,2025-04-11 09:00:00,68.3,4.1,274.0
04/11/2025,10,4,LZ_HOUSTON,LZ,18.5,N,2025-04-11 09:00:00,68.3,6.4,49.0
04/11/2025,10,4,LZ_NORTH,LZ,22.06,N,2025-04-11 09:00:00,66.0,4.6,179.0
04/17/2025,4,1,LZ_AEN,LZ,18.75,N,2025-04-17 03:00:00,69.2,11.6,0.0
04/17/2025,4,1,LZ_HOUSTON,LZ,21.72,N,2025-04-17 03:00:00,68.1,15.4,0.0
04/17/2025,4,1,LZ_NORTH,LZ,22.23,N,2025-04-17 03:00:00,68.1,11.2,0.0
04/11/2025,3,2,LZ_AEN,LZ,30.22,N,2025-04-11 02:00:00,65.0,0.0,0.0
04/11/2025,3,2,LZ_HOUSTON,LZ,29.58,N,2025-04-11 02:00:00,65.9,4.7,0.0
04/11/2025,3,2,LZ_NORTH,LZ,30.15,N,2025-04-11 02:00:00,69.1,7.0,0.0
04/16/2025,22,1,LZ_AEN,LZ,104.84,N,2025-04-16 21:00:00,76.7,10.4,0.0
04/16/2025,22,1,LZ_HOUSTON,LZ,132.6,N,2025-04-16 21:00:00,71.7,13.6,0.0
04/16/2025,22,1,LZ_NORTH,LZ,143.64,N,2025-04-16 21:00:00,74.7,13.8,0.0
04/11/2025,14,2,LZ_AEN,LZ,18.29,N,2025-04-11 13:00:00,84.6,8.7,854.0
04/11/2025,14,2,LZ_HOUSTON,LZ,29.87,N,2025-04-11 13:00:00,81.0,6.7,896.0
04/11/2025,14,2,LZ_NORTH,LZ,32.34,N,2025-04-11 13:00:00,78.7,3.8,157.0
04/11/2025,18,4,LZ_AEN,LZ,27.84,N,2025-04-11 17:00:00,87.9,5.5,526.0
04/11/2025,18,4,LZ_HOUSTON,LZ,32.08,N,2025-04-11 17:00:00,86.2,6.2,183.0
04/11/2025,18,4,LZ_NORTH,LZ,28.55,N,2025-04-11 17:00:00,80.1,7.3,638.0
04/16/2025,4,1,LZ_AEN,LZ,20.18,N,2025-04-16 03:00:00,69.1,5.4,0.0
04/16/2025,4,1,LZ_HOUSTON,LZ,19.12,N,2025-04-16 03:00:00,69.5,6.9,0.0
04/16/2025,4,1,LZ_NORTH,LZ,17.18,N,2025-04-16 03:00:00,58.4,3.5,0.0
04/14/2025,18,3,LZ_AEN,LZ,64.9,N,2025-04-14 17:00:00,90.8,8.0,507.0
04/14/2025,18,3,LZ_HOUSTON,LZ,40.68,N,2025-04-14 17:00:00,82.6,8.7,75.0
04/14/2025,18,3,LZ_NORTH,LZ,30.79,N,2025-04-14 17:00:00,84.9,3.7,461.0
04/14/2025,7,3,LZ_AEN,LZ,31.28,N,2025-04-14 06:00:00,66.1,11.8,0.0
04/14/2025,7,3,LZ_HOUSTON,LZ,29.65,N,2025-04-14 06:00:00,69.8,9.9,0.0
04/14/2025,7,3,LZ_NORTH,LZ,29.39,N,2025-04-14 06:00:00,65.0,13.1,0.0
04/11/2025,21,2,LZ_AEN,LZ,57.71,N,2025-04-11 20:00:00,80.3,1.9,0.0
04/11/2025,21,2,LZ_HOUSTON,LZ,57.07,N,2025-04-11 20:00:00,80.5,10.0,0.0
04/11/2025,21,2,LZ_NORTH,LZ,57.51,N,2025-04-11 20:00:00,73.7,1.1,0.0
04/11/2025,9,4,LZ_AEN,LZ,17.57,N,2025-04-11 08:00:00,60.0,1.3,63.0
04/11/2025,9,4,LZ_HOUSTON,LZ,19.85,N,2025-04-11 08:00:00,66.1,12.5,25.0
04/11/2025,9,4,LZ_NORTH,LZ,24.26,N,2025-04-11 08:00:00,57.8,1.9,53.0
04/16/2025,13,1,LZ_AEN,LZ,2.02,N,2025-04-16 12:00:00,79.6,9.4,986.0
04/16/2025,13,1,LZ_HOUSTON,LZ,19.32,N,2025-04-16 12:00:00,77.3,15.2,826.0
04/16/2025,13,1,LZ_NORTH,LZ,12.49,N,2025-04-16 12:00:00,75.3,14.9,1164.0
04/15/2025,10,3,LZ_AEN,LZ,22.75,N,2025-04-15 09:00:00,66.8,12.5,74.0
04/15/2025,10,3,LZ_HOUSTON,LZ,22.56,N,2025-04-15 09:00:00,70.0,5.3,135.0
04/15/2025,10,3,LZ_NORTH,LZ,19.61,N,2025-04-15 09:00:00,62.5,11.1,113.0
04/11/2025,23,2,LZ_AEN,LZ,22.13,N,2025-04-11 22:00:00,74.9,1.0,0.0
04/11/2025,23,2,LZ_HOUSTON,LZ,21.66,N,2025-04-11 22:00:00,78.2,8.8,0.0
04/11/2025,23,2,LZ_NORTH,LZ,20.51,N,2025-04-11 22:00:00,67.1,4.2,0.0
04/14/2025,2,3,LZ_AEN,LZ,15.56,N,2025-04-14 01:00:00,66.6,6.6,0.0
04/14/2025,2,3,LZ_HOUSTON,LZ,17.17,N,2025-04-14 01:00:00,68.3,16.5,0.0
04/14/2025,2,3,LZ_NORTH,LZ,17.86,N,2025-04-14 01:00:00,73.6,16.4,0.0
04/16/2025,16,1,LZ_AEN,LZ,12.22,N,2025-04-16 15:00:00,83.5,11.2,932.0
04/16/2025,16,1,LZ_HOUSTON,LZ,19.4,N,2025-04-16 15:00:00,80.7,10.6,769.0
04/16/2025,16,1,LZ_NORTH,LZ,12.25,N,2025-04-16 15:00:00,78.8,16.4,733.0
04/16/2025,5,1,LZ_AEN,LZ,20.33,N,2025-04-16 04:00:00,65.8,4.9,0.0
04/16/2025,5,1,LZ_HOUSTON,LZ,18.69,N,2025-04-16 04:00:00,67.7,5.9,0.0
04/16/2025,5,1,LZ_NORTH,LZ,15.78,N,2025-04-16 04:00:00,58.4,5.9,0.0
04/14/2025,11,3,LZ_AEN,LZ,4.41,N,2025-04-14 10:00:00,73.1,10.2,495.0
04/14/2025,11,3,LZ_HOUSTON,LZ,18.62,N,2025-04-14 10:00:00,72.0,9.4,168.0
04/14/2025,11,3,LZ_NORTH,LZ,11.12,N,2025-04-14 10:00:00,69.7,12.4,755.0
04/15/2025,19,3,LZ_AEN,LZ,47.49,N,2025-04-15 18:00:00,81.2,4.8,346.0
04/15/2025,19,3,LZ_HOUSTON,LZ,47.48,N,2025-04-15 18:00:00,77.3,10.9,199.0
04/15/2025,19,3,LZ_NORTH,LZ,47.49,N,2025-04-15 18:00:00,73.6,7.8,147.0
04/11/2025,15,2,LZ_AEN,LZ,20.12,N,2025-04-11 14:00:00,86.6,4.7,866.0
04/11/2025,15,2,LZ_HOUSTON,LZ,28.96,N,2025-04-11 14:00:00,81.2,10.7,900.0
04/11/2025,15,2,LZ_NORTH,LZ,34.37,N,2025-04-11 14:00:00,79.4,3.0,15.0
04/11/2025,6,2,LZ_AEN,LZ,33.8,N,2025-04-11 05:00:00,59.7,0.0,0.0
04/11/2025,6,2,LZ_HOUSTON,LZ,33.85,N,2025-04-11 05:00:00,65.9,11.7,0.0
04/11/2025,6,2,LZ_NORTH,LZ,33.97,N,2025-04-11 05:00:00,61.4,3.6,0.0
04/14/2025,24,3,LZ_AEN,LZ,24.25,N,2025-04-14 23:00:00,74.5,8.1,0.0
04/14/2025,24,3,LZ_HOUSTON,LZ,24.49,N,2025-04-14 23:00:00,70.0,8.6,0.0
04/14/2025,24,3,LZ_NORTH,LZ,25.18,N,2025-04-14 23:00:00,72.7,10.2,0.0
04/14/2025,19,3,LZ_AEN,LZ,200.6,N,2025-04-14 18:00:00,89.5,9.1,399.0
04/14/2025,19,3,LZ_HOUSTON,LZ,126.45,N,2025-04-14 18:00:00,81.0,8.2,287.0
04/14/2025,19,3,LZ_NORTH,LZ,111.96,N,2025-04-14 18:00:00,85.1,5.5,204.0
04/15/2025,11,3,LZ_AEN,LZ,31.12,N,2025-04-15 10:00:00,69.2,10.5,180.0
04/15/2025,11,3,LZ_HOUSTON,LZ,20.5,N,2025-04-15 10:00:00,73.4,4.8,434.0
04/15/2025,11,3,LZ_NORTH,LZ,6.4,N,2025-04-15 10:00:00,65.0,11.3,830.0
04/15/2025,5,2,LZ_AEN,LZ,19.65,N,2025-04-15 04:00:00,68.0,1.3,0.0
04/15/2025,5,2,LZ_HOUSTON,LZ,19.97,N,2025-04-15 04:00:00,67.5,5.0,0.0
04/15/2025,5,2,LZ_NORTH,LZ,20.32,N,2025-04-15 04:00:00,64.2,12.8,0.0
04/11/2025,17,4,LZ_AEN,LZ,25.46,N,2025-04-11 16:00:00,88.0,7.6,692.0
04/11/2025,17,4,LZ_HOUSTON,LZ,36.83,N,2025-04-11 16:00:00,84.5,10.9,691.0
04/11/2025,17,4,LZ_NORTH,LZ,36.67,N,2025-04-11 16:00:00,80.5,8.0,943.0
04/11/2025,6,4,LZ_AEN,LZ,37.6,N,2025-04-11 05:00:00,59.7,0.0,0.0
04/11/2025,6,4,LZ_HOUSTON,LZ,37.62,N,2025-04-11 05:00:00,65.9,11.7,0.0
04/11/2025,6,4,LZ_NORTH,LZ,37.66,N,2025-04-11 05:00:00,61.4,3.6,0.0
04/17/2025,16,1,LZ_AEN,LZ,18.06,N,2025-04-17 15:00:00,87.1,14.2,908.0
04/17/2025,16,1,LZ_HOUSTON,LZ,22.86,N,2025-04-17 15:00:00,81.1,24.8,819.0
04/17/2025,16,1,LZ_NORTH,LZ,20.27,N,2025-04-17 15:00:00,82.0,16.7,351.0
04/15/2025,2,3,LZ_AEN,LZ,20.05,N,2025-04-15 01:00:00,69.6,7.4,0.0
04/15/2025,2,3,LZ_HOUSTON,LZ,20.17,N,2025-04-15 01:00:00,69.6,12.7,0.0
04/15/2025,2,3,LZ_NORTH,LZ,20.44,N,2025-04-15 01:00:00,69.2,16.8,0.0
04/14/2025,10,3,LZ_AEN,LZ,1.37,N,2025-04-14 09:00:00,69.0,13.1,316.0
04/14/2025,10,3,LZ_HOUSTON,LZ,11.86,N,2025-04-14 09:00:00,71.7,9.2,98.0
04/14/2025,10,3,LZ_NORTH,LZ,7.68,N,2025-04-14 09:00:00,66.4,8.1,289.0
04/15/2025,24,3,LZ_AEN,LZ,23.91,N,2025-04-15 23:00:00,74.8,3.7,0.0
04/15/2025,24,3,LZ_HOUSTON,LZ,23.17,N,2025-04-15 23:00:00,71.4,12.6,0.0
04/15/2025,24,3,LZ_NORTH,LZ,21.85,N,2025-04-15 23:00:00,62.3,3.0,0.0
04/11/2025,4,2,LZ_AEN,LZ,25.41,N,2025-04-11 03:00:00,62.7,0.0,0.0
04/11/2025,4,2,LZ_HOUSTON,LZ,25.41,N,2025-04-11 03:00:00,65.9,3.6,0.0
04/11/2025,4,2,LZ_NORTH,LZ,25.41,N,2025-04-11 03:00:00,66.8,4.9,0.0
04/12/2025,5,1,LZ_AEN,LZ,15.33,N,2025-04-12 04:00:00,61.6,0.1,0.0
04/12/2025,5,1,LZ_HOUSTON,LZ,16.63,N,2025-04-12 04:00:00,68.6,10.3,0.0
04/12/2025,5,1,LZ_NORTH,LZ,15.85,N,2025-04-12 04:00:00,59.4,5.5,0.0
04/16/2025,21,1,LZ_AEN,LZ,117.36,N,2025-04-16 20:00:00,79.0,9.3,0.0
04/16/2025,21,1,LZ_HOUSTON,LZ,110.75,N,2025-04-16 20:00:00,73.5,16.1,0.0
04/16/2025,21,1,LZ_NORTH,LZ,125.34,N,2025-04-16 20:00:00,76.8,13.0,0.0
04/11/2025,13,2,LZ_AEN,LZ,16.01,N,2025-04-11 12:00:00,81.9,5.8,778.0
04/11/2025,13,2,LZ_HOUSTON,LZ,20.94,N,2025-04-11 12:00:00,79.1,9.2,663.0
04/11/2025,13,2,LZ_NORTH,LZ,24.33,N,2025-04-11 12:00:00,77.6,8.6,1142.0
04/11/2025,19,4,LZ_AEN,LZ,70.32,N,2025-04-11 18:00:00,87.7,5.7,325.0
04/11/2025,19,4,LZ_HOUSTON,LZ,75.12,N,2025-04-11 18:00:00,84.5,9.4,274.0
04/11/2025,19,4,LZ_NORTH,LZ,72.74,N,2025-04-11 18:00:00,79.6,9.1,235.0
04/14/2025,17,3,LZ_AEN,LZ,35.67,N,2025-04-14 16:00:00,90.6,7.9,703.0
04/14/2025,17,3,LZ_HOUSTON,LZ,27.85,N,2025-04-14 16:00:00,82.8,7.3,467.0
04/14/2025,17,3,LZ_NORTH,LZ,30.41,N,2025-04-14 16:00:00,85.1,4.7,262.0
04/14/2025,8,3,LZ_AEN,LZ,29.29,N,2025-04-14 07:00:00,65.9,7.9,0.0
04/14/2025,8,3,LZ_HOUSTON,LZ,25.32,N,2025-04-14 07:00:00,68.3,7.3,0.0
04/14/2025,8,3,LZ_NORTH,LZ,21.65,N,2025-04-14 07:00:00,64.1,11.6,5.0
04/11/2025,22,2,LZ_AEN,LZ,31.56,N,2025-04-11 21:00:00,76.5,4.6,0.0
04/11/2025,22,2,LZ_HOUSTON,LZ,31.29,N,2025-04-11 21:00:00,78.5,9.9,0.0
04/11/2025,22,2,LZ_NORTH,LZ,31.47,N,2025-04-11 21:00:00,70.7,1.5,0.0
04/11/2025,8,4,LZ_AEN,LZ,30.39,N,2025-04-11 07:00:00,59.3,0.3,0.0
04/11/2025,8,4,LZ_HOUSTON,LZ,30.39,N,2025-04-11 07:00:00,64.3,7.5,0.0
04/11/2025,8,4,LZ_NORTH,LZ,30.39,N,2025-04-11 07:00:00,55.3,4.6,5.0
04/16/2025,14,1,LZ_AEN,LZ,-1.01,N,2025-04-16 13:00:00,81.3,11.6,351.0
04/16/2025,14,1,LZ_HOUSTON,LZ,24.54,N,2025-04-16 13:00:00,79.1,12.7,852.0
04/16/2025,14,1,LZ_NORTH,LZ,17.26,N,2025-04-16 13:00:00,77.7,13.7,403.0
04/17/2025,21,1,LZ_AEN,LZ,23.91,N,2025-04-17 20:00:00,79.7,15.0,0.0
04/17/2025,21,1,LZ_HOUSTON,LZ,25.89,N,2025-04-17 20:00:00,75.3,13.8,0.0
04/17/2025,21,1,LZ_NORTH,LZ,33.32,N,2025-04-17 20:00:00,79.5,15.9,0.0
04/13/2025,5,1,LZ_AEN,LZ,11.55,N,2025-04-13 04:00:00,63.7,7.6,0.0
04/13/2025,5,1,LZ_HOUSTON,LZ,13.8,N,2025-04-13 04:00:00,66.1,10.6,0.0
04/13/2025,5,1,LZ_NORTH,LZ,14.78,N,2025-04-13 04:00:00,67.5,12.3,0.0
04/15/2025,6,4,LZ_AEN,LZ,32.5,N,2025-04-15 05:00:00,67.1,1.6,0.0
04/15/2025,6,4,LZ_HOUSTON,LZ,32.5,N,2025-04-15 05:00:00,67.5,0.7,0.0
04/15/2025,6,4,LZ_NORTH,LZ,32.5,N,2025-04-15 05:00:00,62.2,10.9,0.0
04/11/2025,22,4,LZ_AEN,LZ,23.2,N,2025-04-11 21:00:00,76.5,4.6,0.0
04/11/2025,22,4,LZ_HOUSTON,LZ,22.91,N,2025-04-11 21:00:00,78.5,9.9,0.0
04/11/2025,22,4,LZ_NORTH,LZ,22.34,N,2025-04-11 21:00:00,70.7,1.5,0.0
04/17/2025,14,1,LZ_AEN,LZ,5.76,N,2025-04-17 13:00:00,81.1,11.8,419.0
04/17/2025,14,1,LZ_HOUSTON,LZ,21.11,N,2025-04-17 13:00:00,79.5,19.0,792.0
04/17/2025,14,1,LZ_NORTH,LZ,19.78,N,2025-04-17 13:00:00,78.7,18.4,1025.0
04/15/2025,8,3,LZ_AEN,LZ,38.85,N,2025-04-15 07:00:00,67.1,6.5,0.0
04/15/2025,8,3,LZ_HOUSTON,LZ,38.85,N,2025-04-15 07:00:00,66.3,9.0,4.0
04/15/2025,8,3,LZ_NORTH,LZ,38.85,N,2025-04-15 07:00:00,59.7,9.0,6.0
04/15/2025,17,3,LZ_AEN,LZ,29.14,N,2025-04-15 16:00:00,81.3,7.1,508.0
