DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag,timestamp
04/16/2025,21,1,LZ_AEN,LZEW,117.37,N,2025-04-16 20:00:00
04/16/2025,21,1,LZ_AEN,LZ,117.36,N,2025-04-16 20:00:00
04/16/2025,21,1,LZ_HOUSTON,LZ,110.75,N,2025-04-16 20:00:00
04/16/2025,21,1,LZ_HOUSTON,LZEW,110.74,N,2025-04-16 20:00:00
04/16/2025,21,1,LZ_NORTH,LZ,125.34,N,2025-04-16 20:00:00
04/16/2025,21,1,LZ_NORTH,LZEW,125.34,N,2025-04-16 20:00:00
04/11/2025,13,2,LZ_AEN,LZEW,16.01,N,2025-04-11 12:00:00
04/11/2025,13,2,LZ_AEN,LZ,16.01,N,2025-04-11 12:00:00
04/11/2025,13,2,LZ_HOUSTON,LZEW,20.94,N,2025-04-11 12:00:00
04/11/2025,13,2,LZ_HOUSTON,LZ,20.94,N,2025-04-11 12:00:00
04/11/2025,13,2,LZ_NORTH,LZEW,24.33,N,2025-04-11 12:00:00
04/11/2025,13,2,LZ_NORTH,LZ,24.33,N,2025-04-11 12:00:00
04/11/2025,19,4,LZ_AEN,LZEW,70.31,N,2025-04-11 18:00:00
04/11/2025,19,4,LZ_AEN,LZ,70.32,N,2025-04-11 18:00:00
04/11/2025,19,4,LZ_HOUSTON,LZEW,75.11,N,2025-04-11 18:00:00
04/11/2025,19,4,LZ_HOUSTON,LZ,75.12,N,2025-04-11 18:00:00
04/11/2025,19,4,LZ_NORTH,LZ,72.74,N,2025-04-11 18:00:00
04/11/2025,19,4,LZ_NORTH,LZEW,72.71,N,2025-04-11 18:00:00
04/14/2025,17,3,LZ_AEN,LZEW,35.67,N,2025-04-14 16:00:00
04/14/2025,17,3,LZ_AEN,LZ,35.67,N,2025-04-14 16:00:00
04/14/2025,17,3,LZ_HOUSTON,LZEW,27.85,N,2025-04-14 16:00:00
04/14/2025,17,3,LZ_HOUSTON,LZ,27.85,N,2025-04-14 16:00:00
04/14/2025,17,3,LZ_NORTH,LZEW,30.41,N,2025-04-14 16:00:00
04/14/2025,17,3,LZ_NORTH,LZ,30.41,N,2025-04-14 16:00:00
04/14/2025,8,3,LZ_AEN,LZEW,29.29,N,2025-04-14 07:00:00
04/14/2025,8,3,LZ_AEN,LZ,29.29,N,2025-04-14 07:00:00
04/14/2025,8,3,LZ_HOUSTON,LZEW,25.32,N,2025-04-14 07:00:00
04/14/2025,8,3,LZ_HOUSTON,LZ,25.32,N,2025-04-14 07:00:00
04/14/2025,8,3,LZ_NORTH,LZ,21.65,N,2025-04-14 07:00:00
04/14/2025,8,3,LZ_NORTH,LZEW,21.64,N,2025-04-14 07:00:00
04/11/2025,22,2,LZ_AEN,LZEW,31.56,N,2025-04-11 21:00:00
04/11/2025,22,2,LZ_AEN,LZ,31.56,N,2025-04-11 21:00:00
04/11/2025,22,2,LZ_HOUSTON,LZEW,31.29,N,2025-04-11 21:00:00
04/11/2025,22,2,LZ_HOUSTON,LZ,31.29,N,2025-04-11 21:00:00
04/11/2025,22,2,LZ_NORTH,LZEW,31.47,N,2025-04-11 21:00:00
04/11/2025,22,2,LZ_NORTH,LZ,31.47,N,2025-04-11 21:00:00
04/11/2025,8,4,LZ_AEN,LZEW,30.39,N,2025-04-11 07:00:00
04/11/2025,8,4,LZ_AEN,LZ,30.39,N,2025-04-11 07:00:00
04/11/2025,8,4,LZ_HOUSTON,LZEW,30.39,N,2025-04-11 07:00:00
04/11/2025,8,4,LZ_HOUSTON,LZ,30.39,N,2025-04-11 07:00:00
04/11/2025,8,4,LZ_NORTH,LZEW,30.39,N,2025-04-11 07:00:00
04/11/2025,8,4,LZ_NORTH,LZ,30.39,N,2025-04-11 07:00:00
04/16/2025,14,1,LZ_AEN,LZEW,-1.0,N,2025-04-16 13:00:00
04/16/2025,14,1,LZ_AEN,LZ,-1.01,N,2025-04-16 13:00:00
04/16/2025,14,1,LZ_HOUSTON,LZEW,24.55,N,2025-04-16 13:00:00
04/16/2025,14,1,LZ_HOUSTON,LZ,24.54,N,2025-04-16 13:00:00
04/16/2025,14,1,LZ_NORTH,LZEW,17.26,N,2025-04-16 13:00:00
04/16/2025,14,1,LZ_NORTH,LZ,17.26,N,2025-04-16 13:00:00
04/17/2025,21,1,LZ_AEN,LZEW,23.91,N,2025-04-17 20:00:00
04/17/2025,21,1,LZ_AEN,LZ,23.91,N,2025-04-17 20:00:00
04/17/2025,21,1,LZ_HOUSTON,LZ,25.89,N,2025-04-17 20:00:00
04/17/2025,21,1,LZ_HOUSTON,LZEW,25.89,N,2025-04-17 20:00:00
04/17/2025,21,1,LZ_NORTH,LZ,33.32,N,2025-04-17 20:00:00
04/17/2025,21,1,LZ_NORTH,LZEW,33.32,N,2025-04-17 20:00:00
04/13/2025,5,1,LZ_AEN,LZ,11.55,N,2025-04-13 04:00:00
04/13/2025,5,1,LZ_AEN,LZEW,11.54,N,2025-04-13 04:00:00
04/13/2025,5,1,LZ_HOUSTON,LZEW,13.8,N,2025-04-13 04:00:00
04/13/2025,5,1,LZ_HOUSTON,LZ,13.8,N,2025-04-13 04:00:00
04/13/2025,5,1,LZ_NORTH,LZEW,14.78,N,2025-04-13 04:00:00
04/13/2025,5,1,LZ_NORTH,LZ,14.78,N,2025-04-13 04:00:00
04/15/2025,6,4,LZ_AEN,LZEW,32.51,N,2025-04-15 05:00:00
04/15/2025,6,4,LZ_AEN,LZ,32.5,N,2025-04-15 05:00:00
04/15/2025,6,4,LZ_HOUSTON,LZEW,32.5,N,2025-04-15 05:00:00
04/15/2025,6,4,LZ_HOUSTON,LZ,32.5,N,2025-04-15 05:00:00
04/15/2025,6,4,LZ_NORTH,LZ,32.5,N,2025-04-15 05:00:00
04/15/2025,6,4,LZ_NORTH,LZEW,32.51,N,2025-04-15 05:00:00
04/11/2025,22,4,LZ_AEN,LZEW,23.21,N,2025-04-11 21:00:00
04/11/2025,22,4,LZ_AEN,LZ,23.2,N,2025-04-11 21:00:00
04/11/2025,22,4,LZ_HOUSTON,LZEW,22.92,N,2025-04-11 21:00:00
04/11/2025,22,4,LZ_HOUSTON,LZ,22.91,N,2025-04-11 21:00:00
04/11/2025,22,4,LZ_NORTH,LZ,22.34,N,2025-04-11 21:00:00
04/11/2025,22,4,LZ_NORTH,LZEW,22.34,N,2025-04-11 21:00:00
04/17/2025,14,1,LZ_AEN,LZEW,5.78,N,2025-04-17 13:00:00
04/17/2025,14,1,LZ_AEN,LZ,5.76,N,2025-04-17 13:00:00
04/17/2025,14,1,LZ_HOUSTON,LZEW,21.12,N,2025-04-17 13:00:00
04/17/2025,14,1,LZ_HOUSTON,LZ,21.11,N,2025-04-17 13:00:00
04/17/2025,14,1,LZ_NORTH,LZ,19.78,N,2025-04-17 13:00:00
04/17/2025,14,1,LZ_NORTH,LZEW,19.8,N,2025-04-17 13:00:00
04/15/2025,8,3,LZ_AEN,LZEW,38.85,N,2025-04-15 07:00:00
04/15/2025,8,3,LZ_AEN,LZ,38.85,N,2025-04-15 07:00:00
04/15/2025,8,3,LZ_HOUSTON,LZ,38.85,N,2025-04-15 07:00:00
04/15/2025,8,3,LZ_HOUSTON,LZEW,38.85,N,2025-04-15 07:00:00
04/15/2025,8,3,LZ_NORTH,LZ,38.85,N,2025-04-15 07:00:00
04/15/2025,8,3,LZ_NORTH,LZEW,38.85,N,2025-04-15 07:00:00
04/15/2025,17,3,LZ_AEN,LZEW,29.16,N,2025-04-15 16:00:00
04/15/2025,17,3,LZ_AEN,LZ,29.14,N,2025-04-15 16:00:00
04/15/2025,17,3,LZ_HOUSTON,LZEW,33.22,N,2025-04-15 16:00:00
04/15/2025,17,3,LZ_HOUSTON,LZ,33.22,N,2025-04-15 16:00:00
04/15/2025,17,3,LZ_NORTH,LZ,35.2,N,2025-04-15 16:00:00
04/15/2025,17,3,LZ_NORTH,LZEW,35.2,N,2025-04-15 16:00:00
04/11/2025,11,4,LZ_AEN,LZEW,16.61,N,2025-04-11 10:00:00
04/11/2025,11,4,LZ_AEN,LZ,16.61,N,2025-04-11 10:00:00
04/11/2025,11,4,LZ_HOUSTON,LZEW,19.1,N,2025-04-11 10:00:00
04/11/2025,11,4,LZ_HOUSTON,LZ,19.1,N,2025-04-11 10:00:00
04/11/2025,11,4,LZ_NORTH,LZ,18.26,N,2025-04-11 10:00:00
04/11/2025,11,4,LZ_NORTH,LZEW,18.26,N,2025-04-11 10:00:00
04/17/2025,3,1,LZ_AEN,LZEW,20.3,N,2025-04-17 02:00:00
04/17/2025,3,1,LZ_AEN,LZ,20.3,N,2025-04-17 02:00:00
04/17/2025,3,1,LZ_HOUSTON,LZEW,23.69,N,2025-04-17 02:00:00
04/17/2025,3,1,LZ_HOUSTON,LZ,23.69,N,2025-04-17 02:00:00
04/17/2025,3,1,LZ_NORTH,LZ,25.5,N,2025-04-17 02:00:00
04/17/2025,3,1,LZ_NORTH,LZEW,25.5,N,2025-04-17 02:00:00
04/14/2025,20,3,LZ_AEN,LZEW,143.34,N,2025-04-14 19:00:00
04/14/2025,20,3,LZ_AEN,LZ,143.27,N,2025-04-14 19:00:00
04/14/2025,20,3,LZ_HOUSTON,LZ,86.46,N,2025-04-14 19:00:00
04/14/2025,20,3,LZ_HOUSTON,LZEW,86.49,N,2025-04-14 19:00:00
04/14/2025,20,3,LZ_NORTH,LZ,83.85,N,2025-04-14 19:00:00
04/14/2025,20,3,LZ_NORTH,LZEW,83.87,N,2025-04-14 19:00:00
04/15/2025,12,3,LZ_AEN,LZ,26.38,N,2025-04-15 11:00:00
04/15/2025,12,3,LZ_AEN,LZEW,26.38,N,2025-04-15 11:00:00
04/15/2025,12,3,LZ_HOUSTON,LZEW,21.93,N,2025-04-15 11:00:00
04/15/2025,12,3,LZ_HOUSTON,LZ,21.93,N,2025-04-15 11:00:00
04/15/2025,12,3,LZ_NORTH,LZ,18.98,N,2025-04-15 11:00:00
04/15/2025,12,3,LZ_NORTH,LZEW,18.98,N,2025-04-15 11:00:00
04/17/2025,6,1,LZ_AEN,LZEW,21.14,N,2025-04-17 05:00:00
04/17/2025,6,1,LZ_AEN,LZ,21.13,N,2025-04-17 05:00:00
04/17/2025,6,1,LZ_HOUSTON,LZEW,23.85,N,2025-04-17 05:00:00
04/17/2025,6,1,LZ_HOUSTON,LZ,23.84,N,2025-04-17 05:00:00
04/17/2025,6,1,LZ_NORTH,LZ,24.91,N,2025-04-17 05:00:00
04/17/2025,6,1,LZ_NORTH,LZEW,24.91,N,2025-04-17 05:00:00
04/11/2025,16,4,LZ_AEN,LZEW,32.16,N,2025-04-11 15:00:00
04/11/2025,16,4,LZ_AEN,LZ,32.16,N,2025-04-11 15:00:00
04/11/2025,16,4,LZ_HOUSTON,LZEW,46.72,N,2025-04-11 15:00:00
04/11/2025,16,4,LZ_HOUSTON,LZ,46.73,N,2025-04-11 15:00:00
04/11/2025,16,4,LZ_NORTH,LZ,52.52,N,2025-04-11 15:00:00
04/11/2025,16,4,LZ_NORTH,LZEW,52.53,N,2025-04-11 15:00:00
04/11/2025,7,4,LZ_AEN,LZEW,46.49,N,2025-04-11 06:00:00
04/11/2025,7,4,LZ_AEN,LZ,46.48,N,2025-04-11 06:00:00
04/11/2025,7,4,LZ_HOUSTON,LZEW,46.48,N,2025-04-11 06:00:00
04/11/2025,7,4,LZ_HOUSTON,LZ,46.48,N,2025-04-11 06:00:00
04/11/2025,7,4,LZ_NORTH,LZ,46.48,N,2025-04-11 06:00:00
04/11/2025,7,4,LZ_NORTH,LZEW,46.48,N,2025-04-11 06:00:00
04/17/2025,15,1,LZ_AEN,LZEW,11.1,N,2025-04-17 14:00:00
04/17/2025,15,1,LZ_AEN,LZ,11.1,N,2025-04-17 14:00:00
04/17/2025,15,1,LZ_HOUSTON,LZEW,19.69,N,2025-04-17 14:00:00
04/17/2025,15,1,LZ_HOUSTON,LZ,19.69,N,2025-04-17 14:00:00
04/17/2025,15,1,LZ_NORTH,LZ,13.42,N,2025-04-17 14:00:00
04/17/2025,15,1,LZ_NORTH,LZEW,13.42,N,2025-04-17 14:00:00
04/16/2025,3,1,LZ_AEN,LZEW,20.61,N,2025-04-16 02:00:00
04/16/2025,3,1,LZ_AEN,LZ,20.61,N,2025-04-16 02:00:00
04/16/2025,3,1,LZ_HOUSTON,LZEW,19.14,N,2025-04-16 02:00:00
04/16/2025,3,1,LZ_HOUSTON,LZ,19.14,N,2025-04-16 02:00:00
04/16/2025,3,1,LZ_NORTH,LZ,16.3,N,2025-04-16 02:00:00
04/16/2025,3,1,LZ_NORTH,LZEW,16.3,N,2025-04-16 02:00:00
04/15/2025,1,3,LZ_AEN,LZEW,20.4,N,2025-04-15 00:00:00
04/15/2025,1,3,LZ_AEN,LZ,20.4,N,2025-04-15 00:00:00
04/15/2025,1,3,LZ_HOUSTON,LZ,20.5,N,2025-04-15 00:00:00
04/15/2025,1,3,LZ_HOUSTON,LZEW,20.5,N,2025-04-15 00:00:00
04/15/2025,1,3,LZ_NORTH,LZ,20.8,N,2025-04-15 00:00:00
04/15/2025,1,3,LZ_NORTH,LZEW,20.8,N,2025-04-15 00:00:00
04/14/2025,9,3,LZ_AEN,LZEW,16.87,N,2025-04-14 08:00:00
04/14/2025,9,3,LZ_AEN,LZ,16.87,N,2025-04-14 08:00:00
04/14/2025,9,3,LZ_HOUSTON,LZEW,15.61,N,2025-04-14 08:00:00
04/14/2025,9,3,LZ_HOUSTON,LZ,15.62,N,2025-04-14 08:00:00
04/14/2025,9,3,LZ_NORTH,LZEW,14.02,N,2025-04-14 08:00:00
04/14/2025,9,3,LZ_NORTH,LZ,14.02,N,2025-04-14 08:00:00
04/15/2025,23,3,LZ_AEN,LZEW,28.61,N,2025-04-15 22:00:00
04/15/2025,23,3,LZ_AEN,LZ,28.61,N,2025-04-15 22:00:00
04/15/2025,23,3,LZ_HOUSTON,LZEW,27.63,N,2025-04-15 22:00:00
04/15/2025,23,3,LZ_HOUSTON,LZ,27.62,N,2025-04-15 22:00:00
04/15/2025,23,3,LZ_NORTH,LZEW,25.98,N,2025-04-15 22:00:00
04/15/2025,23,3,LZ_NORTH,LZ,25.98,N,2025-04-15 22:00:00
04/15/2025,1,4,LZ_AEN,LZEW,20.16,N,2025-04-15 00:00:00
04/15/2025,1,4,LZ_AEN,LZ,20.16,N,2025-04-15 00:00:00
04/15/2025,1,4,LZ_HOUSTON,LZEW,20.27,N,2025-04-15 00:00:00
04/15/2025,1,4,LZ_HOUSTON,LZ,20.27,N,2025-04-15 00:00:00
04/15/2025,1,4,LZ_NORTH,LZ,20.56,N,2025-04-15 00:00:00
04/15/2025,1,4,LZ_NORTH,LZEW,20.56,N,2025-04-15 00:00:00
04/15/2025,9,3,LZ_AEN,LZEW,24.75,N,2025-04-15 08:00:00
04/15/2025,9,3,LZ_AEN,LZ,24.75,N,2025-04-15 08:00:00
04/15/2025,9,3,LZ_HOUSTON,LZEW,18.72,N,2025-04-15 08:00:00
04/15/2025,9,3,LZ_HOUSTON,LZ,18.72,N,2025-04-15 08:00:00
04/15/2025,9,3,LZ_NORTH,LZ,21.64,N,2025-04-15 08:00:00
04/15/2025,9,3,LZ_NORTH,LZEW,21.64,N,2025-04-15 08:00:00
04/14/2025,1,3,LZ_AEN,LZEW,17.56,N,2025-04-14 00:00:00
04/14/2025,1,3,LZ_AEN,LZ,17.56,N,2025-04-14 00:00:00
04/14/2025,1,3,LZ_HOUSTON,LZEW,19.38,N,2025-04-14 00:00:00
04/14/2025,1,3,LZ_HOUSTON,LZ,19.38,N,2025-04-14 00:00:00
04/14/2025,1,3,LZ_NORTH,LZEW,20.18,N,2025-04-14 00:00:00
04/14/2025,1,3,LZ_NORTH,LZ,20.18,N,2025-04-14 00:00:00
04/16/2025,15,1,LZ_AEN,LZ,0.63,N,2025-04-16 14:00:00
04/16/2025,15,1,LZ_AEN,LZEW,0.63,N,2025-04-16 14:00:00
04/16/2025,15,1,LZ_HOUSTON,LZEW,20.66,N,2025-04-16 14:00:00
04/16/2025,15,1,LZ_HOUSTON,LZ,20.66,N,2025-04-16 14:00:00
04/16/2025,15,1,LZ_NORTH,LZEW,19.36,N,2025-04-16 14:00:00
04/16/2025,15,1,LZ_NORTH,LZ,19.35,N,2025-04-16 14:00:00
04/16/2025,6,1,LZ_AEN,LZ,22.57,N,2025-04-16 05:00:00
04/16/2025,6,1,LZ_AEN,LZEW,22.57,N,2025-04-16 05:00:00
04/16/2025,6,1,LZ_HOUSTON,LZEW,20.33,N,2025-04-16 05:00:00
04/16/2025,6,1,LZ_HOUSTON,LZ,20.33,N,2025-04-16 05:00:00
04/16/2025,6,1,LZ_NORTH,LZEW,16.31,N,2025-04-16 05:00:00
04/16/2025,6,1,LZ_NORTH,LZ,16.31,N,2025-04-16 05:00:00
04/14/2025,12,3,LZ_AEN,LZEW,2.86,N,2025-04-14 11:00:00
04/14/2025,12,3,LZ_AEN,LZ,2.85,N,2025-04-14 11:00:00
04/14/2025,12,3,LZ_HOUSTON,LZEW,20.36,N,2025-04-14 11:00:00
04/14/2025,12,3,LZ_HOUSTON,LZ,20.35,N,2025-04-14 11:00:00
04/14/2025,12,3,LZ_NORTH,LZ,21.69,N,2025-04-14 11:00:00
04/14/2025,12,3,LZ_NORTH,LZEW,21.69,N,2025-04-14 11:00:00
04/15/2025,20,3,LZ_AEN,LZEW,78.08,N,2025-04-15 19:00:00
04/15/2025,20,3,LZ_AEN,LZ,78.08,N,2025-04-15 19:00:00
04/15/2025,20,3,LZ_HOUSTON,LZ,77.62,N,2025-04-15 19:00:00
04/15/2025,20,3,LZ_HOUSTON,LZEW,77.61,N,2025-04-15 19:00:00
04/15/2025,20,3,LZ_NORTH,LZ,77.95,N,2025-04-15 19:00:00
04/15/2025,20,3,LZ_NORTH,LZEW,77.95,N,2025-04-15 19:00:00
04/11/2025,16,2,LZ_AEN,LZEW,30.12,N,2025-04-11 15:00:00
04/11/2025,16,2,LZ_AEN,LZ,30.12,N,2025-04-11 15:00:00
04/11/2025,16,2,LZ_HOUSTON,LZEW,39.57,N,2025-04-11 15:00:00
04/11/2025,16,2,LZ_HOUSTON,LZ,39.56,N,2025-04-11 15:00:00
04/11/2025,16,2,LZ_NORTH,LZEW,47.56,N,2025-04-11 15:00:00
04/11/2025,16,2,LZ_NORTH,LZ,47.56,N,2025-04-11 15:00:00
04/12/2025,23,3,LZ_AEN,LZEW,20.7,N,2025-04-12 22:00:00
04/12/2025,23,3,LZ_AEN,LZ,20.7,N,2025-04-12 22:00:00
04/12/2025,23,3,LZ_HOUSTON,LZEW,20.26,N,2025-04-12 22:00:00
04/12/2025,23,3,LZ_HOUSTON,LZ,20.25,N,2025-04-12 22:00:00
04/12/2025,23,3,LZ_NORTH,LZEW,19.07,N,2025-04-12 22:00:00
04/12/2025,23,3,LZ_NORTH,LZ,19.07,N,2025-04-12 22:00:00
04/17/2025,5,2,LZ_AEN,LZEW,18.41,N,2025-04-17 04:00:00
04/17/2025,5,2,LZ_AEN,LZ,18.41,N,2025-04-17 04:00:00
04/17/2025,5,2,LZ_HOUSTON,LZEW,21.22,N,2025-04-17 04:00:00
04/17/2025,5,2,LZ_HOUSTON,LZ,21.22,N,2025-04-17 04:00:00
04/17/2025,5,2,LZ_NORTH,LZ,21.74,N,2025-04-17 04:00:00
04/17/2025,5,2,LZ_NORTH,LZEW,21.74,N,2025-04-17 04:00:00
04/17/2025,16,2,LZ_AEN,LZEW,20.86,N,2025-04-17 15:00:00
04/17/2025,16,2,LZ_AEN,LZ,20.86,N,2025-04-17 15:00:00
04/17/2025,16,2,LZ_HOUSTON,LZEW,23.43,N,2025-04-17 15:00:00
04/17/2025,16,2,LZ_HOUSTON,LZ,23.43,N,2025-04-17 15:00:00
04/17/2025,16,2,LZ_NORTH,LZ,18.98,N,2025-04-17 15:00:00
04/17/2025,16,2,LZ_NORTH,LZEW,18.98,N,2025-04-17 15:00:00
04/18/2025,5,3,LZ_AEN,LZEW,14.4,N,2025-04-18 04:00:00
04/18/2025,5,3,LZ_AEN,LZ,14.4,N,2025-04-18 04:00:00
04/18/2025,5,3,LZ_HOUSTON,LZEW,15.83,N,2025-04-18 04:00:00
04/18/2025,5,3,LZ_HOUSTON,LZ,15.83,N,2025-04-18 04:00:00
04/18/2025,5,3,LZ_NORTH,LZEW,15.14,N,2025-04-18 04:00:00
04/18/2025,5,3,LZ_NORTH,LZ,15.15,N,2025-04-18 04:00:00
04/12/2025,12,3,LZ_AEN,LZEW,-6.97,N,2025-04-12 11:00:00
04/12/2025,12,3,LZ_AEN,LZ,-6.97,N,2025-04-12 11:00:00
04/12/2025,12,3,LZ_HOUSTON,LZEW,2.06,N,2025-04-12 11:00:00
04/12/2025,12,3,LZ_HOUSTON,LZ,2.06,N,2025-04-12 11:00:00
04/12/2025,12,3,LZ_NORTH,LZ,-5.06,N,2025-04-12 11:00:00
04/12/2025,12,3,LZ_NORTH,LZEW,-5.06,N,2025-04-12 11:00:00
04/13/2025,20,3,LZ_AEN,LZEW,76.68,N,2025-04-13 19:00:00
04/13/2025,20,3,LZ_AEN,LZ,76.64,N,2025-04-13 19:00:00
04/13/2025,20,3,LZ_HOUSTON,LZ,54.21,N,2025-04-13 19:00:00
04/13/2025,20,3,LZ_HOUSTON,LZEW,54.22,N,2025-04-13 19:00:00
04/13/2025,20,3,LZ_NORTH,LZEW,56.03,N,2025-04-13 19:00:00
04/13/2025,20,3,LZ_NORTH,LZ,55.99,N,2025-04-13 19:00:00
04/16/2025,16,4,LZ_AEN,LZEW,43.08,N,2025-04-16 15:00:00
04/16/2025,16,4,LZ_AEN,LZ,43.09,N,2025-04-16 15:00:00
04/16/2025,16,4,LZ_HOUSTON,LZ,27.27,N,2025-04-16 15:00:00
04/16/2025,16,4,LZ_HOUSTON,LZEW,27.27,N,2025-04-16 15:00:00
04/16/2025,16,4,LZ_NORTH,LZ,12.59,N,2025-04-16 15:00:00
04/16/2025,16,4,LZ_NORTH,LZEW,12.6,N,2025-04-16 15:00:00
04/16/2025,7,4,LZ_AEN,LZEW,23.89,N,2025-04-16 06:00:00
04/16/2025,7,4,LZ_AEN,LZ,23.89,N,2025-04-16 06:00:00
04/16/2025,7,4,LZ_HOUSTON,LZEW,23.18,N,2025-04-16 06:00:00
04/16/2025,7,4,LZ_HOUSTON,LZ,23.18,N,2025-04-16 06:00:00
04/16/2025,7,4,LZ_NORTH,LZEW,21.99,N,2025-04-16 06:00:00
04/16/2025,7,4,LZ_NORTH,LZ,21.98,N,2025-04-16 06:00:00
04/13/2025,9,3,LZ_AEN,LZ,-4.19,N,2025-04-13 08:00:00
04/13/2025,9,3,LZ_AEN,LZEW,-4.19,N,2025-04-13 08:00:00
04/13/2025,9,3,LZ_HOUSTON,LZEW,-4.28,N,2025-04-13 08:00:00
04/13/2025,9,3,LZ_HOUSTON,LZ,-4.28,N,2025-04-13 08:00:00
04/13/2025,9,3,LZ_NORTH,LZEW,-5.12,N,2025-04-13 08:00:00
04/13/2025,9,3,LZ_NORTH,LZ,-5.12,N,2025-04-13 08:00:00
04/12/2025,1,3,LZ_AEN,LZEW,19.58,N,2025-04-12 00:00:00
04/12/2025,1,3,LZ_AEN,LZ,19.58,N,2025-04-12 00:00:00
04/12/2025,1,3,LZ_HOUSTON,LZEW,19.96,N,2025-04-12 00:00:00
04/12/2025,1,3,LZ_HOUSTON,LZ,19.96,N,2025-04-12 00:00:00
04/12/2025,1,3,LZ_NORTH,LZEW,17.68,N,2025-04-12 00:00:00
04/12/2025,1,3,LZ_NORTH,LZ,17.68,N,2025-04-12 00:00:00
04/16/2025,16,2,LZ_AEN,LZEW,41.37,N,2025-04-16 15:00:00
04/16/2025,16,2,LZ_AEN,LZ,41.38,N,2025-04-16 15:00:00
04/16/2025,16,2,LZ_HOUSTON,LZEW,27.0,N,2025-04-16 15:00:00
04/16/2025,16,2,LZ_HOUSTON,LZ,27.01,N,2025-04-16 15:00:00
04/16/2025,16,2,LZ_NORTH,LZ,12.13,N,2025-04-16 15:00:00
04/16/2025,16,2,LZ_NORTH,LZEW,12.13,N,2025-04-16 15:00:00
04/13/2025,23,3,LZ_AEN,LZEW,18.4,N,2025-04-13 22:00:00
04/13/2025,23,3,LZ_AEN,LZ,18.4,N,2025-04-13 22:00:00
04/13/2025,23,3,LZ_HOUSTON,LZ,19.25,N,2025-04-13 22:00:00
04/13/2025,23,3,LZ_HOUSTON,LZEW,19.25,N,2025-04-13 22:00:00
04/13/2025,23,3,LZ_NORTH,LZ,23.17,N,2025-04-13 22:00:00
04/13/2025,23,3,LZ_NORTH,LZEW,23.17,N,2025-04-13 22:00:00
04/13/2025,1,3,LZ_AEN,LZEW,16.9,N,2025-04-13 00:00:00
04/13/2025,1,3,LZ_AEN,LZ,16.9,N,2025-04-13 00:00:00
04/13/2025,1,3,LZ_HOUSTON,LZ,17.81,N,2025-04-13 00:00:00
04/13/2025,1,3,LZ_HOUSTON,LZEW,17.81,N,2025-04-13 00:00:00
04/13/2025,1,3,LZ_NORTH,LZ,16.02,N,2025-04-13 00:00:00
04/13/2025,1,3,LZ_NORTH,LZEW,16.02,N,2025-04-13 00:00:00
04/12/2025,9,3,LZ_AEN,LZEW,-1.79,N,2025-04-12 08:00:00
04/12/2025,9,3,LZ_AEN,LZ,-1.79,N,2025-04-12 08:00:00
04/12/2025,9,3,LZ_HOUSTON,LZEW,-2.01,N,2025-04-12 08:00:00
04/12/2025,9,3,LZ_HOUSTON,LZ,-2.01,N,2025-04-12 08:00:00
04/12/2025,9,3,LZ_NORTH,LZ,-2.72,N,2025-04-12 08:00:00
04/12/2025,9,3,LZ_NORTH,LZEW,-2.72,N,2025-04-12 08:00:00
04/17/2025,7,4,LZ_AEN,LZEW,65.14,N,2025-04-17 06:00:00
04/17/2025,7,4,LZ_AEN,LZ,65.13,N,2025-04-17 06:00:00
04/17/2025,7,4,LZ_HOUSTON,LZEW,69.62,N,2025-04-17 06:00:00
04/17/2025,7,4,LZ_HOUSTON,LZ,69.62,N,2025-04-17 06:00:00
04/17/2025,7,4,LZ_NORTH,LZ,66.62,N,2025-04-17 06:00:00
04/17/2025,7,4,LZ_NORTH,LZEW,66.63,N,2025-04-17 06:00:00
04/11/2025,15,1,LZ_AEN,LZEW,19.35,N,2025-04-11 14:00:00
04/11/2025,15,1,LZ_AEN,LZ,19.35,N,2025-04-11 14:00:00
04/11/2025,15,1,LZ_HOUSTON,LZEW,29.25,N,2025-04-11 14:00:00
04/11/2025,15,1,LZ_HOUSTON,LZ,29.25,N,2025-04-11 14:00:00
04/11/2025,15,1,LZ_NORTH,LZ,33.51,N,2025-04-11 14:00:00
04/11/2025,15,1,LZ_NORTH,LZEW,33.51,N,2025-04-11 14:00:00
04/11/2025,6,1,LZ_AEN,LZEW,29.54,N,2025-04-11 05:00:00
04/11/2025,6,1,LZ_AEN,LZ,29.53,N,2025-04-11 05:00:00
04/11/2025,6,1,LZ_HOUSTON,LZEW,29.65,N,2025-04-11 05:00:00
04/11/2025,6,1,LZ_HOUSTON,LZ,29.65,N,2025-04-11 05:00:00
04/11/2025,6,1,LZ_NORTH,LZ,29.9,N,2025-04-11 05:00:00
04/11/2025,6,1,LZ_NORTH,LZEW,29.92,N,2025-04-11 05:00:00
04/17/2025,16,4,LZ_AEN,LZ,23.23,N,2025-04-17 15:00:00
04/17/2025,16,4,LZ_AEN,LZEW,23.23,N,2025-04-17 15:00:00
04/17/2025,16,4,LZ_HOUSTON,LZEW,31.29,N,2025-04-17 15:00:00
04/17/2025,16,4,LZ_HOUSTON,LZ,31.3,N,2025-04-17 15:00:00
04/17/2025,16,4,LZ_NORTH,LZ,18.72,N,2025-04-17 15:00:00
