DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
04/14/2025,10,2,7RNCHSLR_ALL,RN,4.42,N
04/14/2025,10,2,ABINDUST_RN,RN,7.29,N
04/14/2025,10,2,ADL_RN,RN,18.22,N
04/14/2025,10,2,AEEC,RN,-13.36,N
04/14/2025,10,2,AE_RN,RN,11.88,N
04/14/2025,10,2,AGUAYO_UNIT1,RN,4.93,N
04/14/2025,10,2,AJAXWIND_RN,RN,-29.04,N
04/14/2025,10,2,ALGOD_ALL_RN,RN,-1.18,N
04/14/2025,10,2,ALP_BESS_RN,RN,1.95,N
04/14/2025,10,2,ALVIN_RN,RN,17.43,N
04/14/2025,10,2,AMADEUS_ALL,RN,-0.82,N
04/14/2025,10,2,AMISTAD_ALL,RN,7.3,N
04/14/2025,10,2,AMOCOOIL_CC1,LCCRN,17.52,N
04/14/2025,10,2,AMOCOOIL_CC2,LCCRN,17.52,N
04/14/2025,10,2,AMOCO_PUN1,PUN,17.52,N
04/14/2025,10,2,AMOCO_PUN2,PUN,17.52,N
04/14/2025,10,2,AMO_AMOCO_1,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_2,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_5,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_G1,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_G2,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_G3,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_S1,PCCRN,17.52,N
04/14/2025,10,2,AMO_AMOCO_S2,PCCRN,17.52,N
04/14/2025,10,2,ANACACHO_ANA,RN,7.87,N
04/14/2025,10,2,ANCHOR_ALL,RN,2.56,N
04/14/2025,10,2,ANDMDSLR_ALL,RN,-1.57,N
04/14/2025,10,2,ANEM_ESS_RN,RN,-8.25,N
04/14/2025,10,2,ANG_ALL,RN,4.36,N
04/14/2025,10,2,ANOL_ESS_RN,RN,14.16,N
04/14/2025,10,2,ANSON1_ALL,RN,2.19,N
04/14/2025,10,2,ANTL_ESS_ES1,RN,6.42,N
04/14/2025,10,2,APPALOSA_ALL,RN,3.84,N
04/14/2025,10,2,AQUI_ALL,RN,1.95,N
04/14/2025,10,2,ARAGORN_RN,RN,3.27,N
04/14/2025,10,2,ASCK_SLR_RN,RN,1.95,N
04/14/2025,10,2,ASTRA_RN,RN,-28.3,N
04/14/2025,10,2,ATK_ATKINSG7,RN,17.18,N
04/14/2025,10,2,AURO_SLR_RN,RN,-0.07,N
04/14/2025,10,2,AUSTPL_ALL,RN,3.83,N
04/14/2025,10,2,AVIAT_ALL,RN,3.93,N
04/14/2025,10,2,AVIL_ESS_RN,RN,3.44,N
04/14/2025,10,2,AZSP_SLR_RN,RN,14.89,N
04/14/2025,10,2,AZURE_RN,RN,3.05,N
04/14/2025,10,2,AZ_ALL,RN,18.05,N
04/14/2025,10,2,BAC_RN_ALL,RN,17.54,N
04/14/2025,10,2,BAFFIN_ALL,RN,-5.43,N
04/14/2025,10,2,BAIRDWND_ALL,RN,2.56,N
04/14/2025,10,2,BAKE_RN_ALL,RN,11.42,N
04/14/2025,10,2,BARROW_ALL,RN,3.1,N
04/14/2025,10,2,BASTEN_CC1,LCCRN,3.73,N
04/14/2025,10,2,BASTEN_CCU,PCCRN,3.73,N
04/14/2025,10,2,BATCAVE_RN,RN,4.21,N
04/14/2025,10,2,BAYC_BESS_RN,RN,3.12,N
04/14/2025,10,2,BBREEZE_1_2,RN,-8.29,N
04/14/2025,10,2,BCATWD_WD_1,RN,22.75,N
04/14/2025,10,2,BCH_RN,RN,11.88,N
04/14/2025,10,2,BCK_RN,RN,4.92,N
04/14/2025,10,2,BCNV_RN,RN,17.43,N
04/14/2025,10,2,BELM_SLR_RN,RN,-1.66,N
04/14/2025,10,2,BEXAR_ES_RN,RN,3.8,N
04/14/2025,10,2,BIGSTAR_ALL,RN,3.73,N
04/14/2025,10,2,BKSL_RN,RN,-14.58,N
04/14/2025,10,2,BLACKJAK_RN,RN,-1.1,N
04/14/2025,10,2,BLSMT1_5_A_6,RN,-27.14,N
04/14/2025,10,2,BLUEJAY_RN,RN,17.89,N
04/14/2025,10,2,BLVN_RN,RN,-1.34,N
04/14/2025,10,2,BOARDCRK_ALL,RN,16.21,N
04/14/2025,10,2,BOCO_ESS_RN,RN,0.16,N
04/14/2025,10,2,BOOTLEG_UN1,RN,3.51,N
04/14/2025,10,2,BORDAS_345,RN,-11.91,N
04/14/2025,10,2,BOSQUESW_CC1,LCCRN,2.67,N
04/14/2025,10,2,BOSQUESW_CC2,LCCRN,1.41,N
04/14/2025,10,2,BOSQ_BSQSU_5,PCCRN,1.41,N
04/14/2025,10,2,BOSQ_BSQS_12,PCCRN,1.41,N
04/14/2025,10,2,BOSQ_BSQS_34,PCCRN,2.67,N
04/14/2025,10,2,BRANDON_RN,RN,-10.88,N
04/14/2025,10,2,BRAUNIG_CC1,LCCRN,3.32,N
04/14/2025,10,2,BRAUNIG_VHB1,RN,3.67,N
04/14/2025,10,2,BRAUNIG_VHB2,RN,3.67,N
04/14/2025,10,2,BRAUNIG_VHB3,RN,3.67,N
04/14/2025,10,2,BRAZ_WND_ALL,RN,1.01,N
04/14/2025,10,2,BRA_AVR1_CT2,PCCRN,3.32,N
04/14/2025,10,2,BRA_AVR_CST1,PCCRN,3.32,N
04/14/2025,10,2,BRHEIGHT_RN,RN,17.52,N
04/14/2025,10,2,BRIGHTSD_RN,RN,4.28,N
04/14/2025,10,2,BRIGHTSD_U1,RN,3.8,N
04/14/2025,10,2,BRISCOE_WIND,RN,-29.01,N
04/14/2025,10,2,BRPANGLE_RN,RN,9.68,N
04/14/2025,10,2,BRPMAGNO_RN,RN,17.52,N
04/14/2025,10,2,BRP_BRAZ_RN,RN,10.07,N
04/14/2025,10,2,BRP_DIKN_RN,RN,17.52,N
04/14/2025,10,2,BRP_LOOP_RN,RN,1.3,N
04/14/2025,10,2,BRP_LOP1_RN,RN,-5.38,N
04/14/2025,10,2,BRP_PBL1_RN,RN,9.41,N
04/14/2025,10,2,BRP_PBL2_RN,RN,9.41,N
04/14/2025,10,2,BRP_RN_UNIT1,RN,3.64,N
04/14/2025,10,2,BRP_SWNY_RN,RN,10.2,N
04/14/2025,10,2,BRP_ZPT1_RN,RN,-5.19,N
04/14/2025,10,2,BRP_ZPT2_RN,RN,-5.19,N
04/14/2025,10,2,BRTSW_BCW1,RN,15.81,N
04/14/2025,10,2,BR_ARROW_ALL,RN,12.24,N
04/14/2025,10,2,BR_VHB6CT5_6,RN,3.63,N
04/14/2025,10,2,BR_VHB6CT7_8,RN,3.63,N
04/14/2025,10,2,BSS_U1,RN,10.35,N
04/14/2025,10,2,BTE_BTE_G1,PCCRN,18.15,N
04/14/2025,10,2,BTE_BTE_G2,PCCRN,18.15,N
04/14/2025,10,2,BTE_BTE_G3,PCCRN,18.15,N
04/14/2025,10,2,BTE_BTE_G4,PCCRN,18.15,N
04/14/2025,10,2,BTE_CC1,LCCRN,18.15,N
04/14/2025,10,2,BTE_PUN1,PUN,18.15,N
04/14/2025,10,2,BTE_PUN2,PUN,18.15,N
04/14/2025,10,2,BTM_ALL,RN,13.64,N
04/14/2025,10,2,BUCHAN_ALL,RN,4.32,N
04/14/2025,10,2,BUCKTHRN_RN,RN,9.1,N
04/14/2025,10,2,BUFF_GAP_ALL,RN,5.06,N
04/14/2025,10,2,BULLCRK_1_2,RN,1.08,N
04/14/2025,10,2,BVE_CC1,LCCRN,18.47,N
04/14/2025,10,2,BVE_UNIT1,PCCRN,18.47,N
04/14/2025,10,2,BVE_UNIT2,PCCRN,18.47,N
04/14/2025,10,2,BVE_UNIT3,PCCRN,18.47,N
04/14/2025,10,2,BYRDR_ES_ALL,RN,10.2,N
04/14/2025,10,2,BYU_BYU_1,PCCRN,17.72,N
04/14/2025,10,2,BYU_BYU_12,PCCRN,17.72,N
04/14/2025,10,2,BYU_BYU_34,PCCRN,17.72,N
04/14/2025,10,2,BYU_CC1,LCCRN,17.72,N
04/14/2025,10,2,BYU_G4_RN,PCCRN,17.72,N
04/14/2025,10,2,BYU_PUN1,PUN,17.72,N
04/14/2025,10,2,BYU_PUN2,PUN,17.72,N
04/14/2025,10,2,BYU_PUN3,PUN,17.72,N
04/14/2025,10,2,BYU_PUN4,PUN,17.72,N
04/14/2025,10,2,B_DAVIS_3,PCCRN,-2.29,N
