DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
04/17/2025,20,1,7RNCHSLR_ALL,RN,25.36,N
04/17/2025,20,1,ABINDUST_RN,RN,15.86,N
04/17/2025,20,1,ADL_RN,RN,27.28,N
04/17/2025,20,1,AEEC,RN,-25.21,N
04/17/2025,20,1,AE_RN,RN,26.49,N
04/17/2025,20,1,AGUAYO_UNIT1,RN,16.37,N
04/17/2025,20,1,AJAXWIND_RN,RN,-37.98,N
04/17/2025,20,1,ALGOD_ALL_RN,RN,11.48,N
04/17/2025,20,1,ALP_BESS_RN,RN,47.41,N
04/17/2025,20,1,ALVIN_RN,RN,26.79,N
04/17/2025,20,1,AMADEUS_ALL,RN,6.79,N
04/17/2025,20,1,AMISTAD_ALL,RN,28.02,N
04/17/2025,20,1,AMOCOOIL_CC1,LCCRN,26.94,N
04/17/2025,20,1,AMOCOOIL_CC2,LCCRN,26.94,N
04/17/2025,20,1,AMOCO_PUN1,PUN,26.94,N
04/17/2025,20,1,AMOCO_PUN2,PUN,26.94,N
04/17/2025,20,1,AMO_AMOCO_1,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_2,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_5,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_G1,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_G2,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_G3,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_S1,PCCRN,26.94,N
04/17/2025,20,1,AMO_AMOCO_S2,PCCRN,26.94,N
04/17/2025,20,1,ANACACHO_ANA,RN,29.82,N
04/17/2025,20,1,ANCHOR_ALL,RN,13.65,N
04/17/2025,20,1,ANDMDSLR_ALL,RN,5.4,N
04/17/2025,20,1,ANEM_ESS_RN,RN,-22.75,N
04/17/2025,20,1,ANG_ALL,RN,12.85,N
04/17/2025,20,1,ANOL_ESS_RN,RN,31.8,N
04/17/2025,20,1,ANSON1_ALL,RN,10.97,N
04/17/2025,20,1,ANTL_ESS_ES1,RN,24.9,N
04/17/2025,20,1,APPALOSA_ALL,RN,21.08,N
04/17/2025,20,1,AQUI_ALL,RN,28.91,N
04/17/2025,20,1,ARAGORN_RN,RN,23.78,N
04/17/2025,20,1,ASCK_SLR_RN,RN,28.91,N
04/17/2025,20,1,ASTRA_RN,RN,-26.23,N
04/17/2025,20,1,ATK_ATKINSG7,RN,28.31,N
04/17/2025,20,1,AURO_SLR_RN,RN,27.39,N
04/17/2025,20,1,AUSTPL_ALL,RN,26.72,N
04/17/2025,20,1,AVIAT_ALL,RN,11.73,N
04/17/2025,20,1,AVIL_ESS_RN,RN,23,N
04/17/2025,20,1,AZSP_SLR_RN,RN,30.9,N
04/17/2025,20,1,AZURE_RN,RN,13.99,N
04/17/2025,20,1,AZ_ALL,RN,27.19,N
04/17/2025,20,1,BAC_RN_ALL,RN,26.96,N
04/17/2025,20,1,BAFFIN_ALL,RN,-11.47,N
04/17/2025,20,1,BAIRDWND_ALL,RN,13.65,N
04/17/2025,20,1,BAKE_RN_ALL,RN,31.97,N
04/17/2025,20,1,BARROW_ALL,RN,25.45,N
04/17/2025,20,1,BASTEN_CC1,LCCRN,27.54,N
04/17/2025,20,1,BASTEN_CCU,PCCRN,27.54,N
04/17/2025,20,1,BATCAVE_RN,RN,20.11,N
04/17/2025,20,1,BAYC_BESS_RN,RN,24,N
04/17/2025,20,1,BBREEZE_1_2,RN,-30.38,N
04/17/2025,20,1,BCATWD_WD_1,RN,-35.44,N
04/17/2025,20,1,BCH_RN,RN,26.49,N
04/17/2025,20,1,BCK_RN,RN,26.56,N
04/17/2025,20,1,BCNV_RN,RN,26.79,N
04/17/2025,20,1,BELM_SLR_RN,RN,27.19,N
04/17/2025,20,1,BEXAR_ES_RN,RN,22.3,N
04/17/2025,20,1,BIGSTAR_ALL,RN,28.92,N
04/17/2025,20,1,BKSL_RN,RN,-19.87,N
04/17/2025,20,1,BLACKJAK_RN,RN,11.56,N
04/17/2025,20,1,BLSMT1_5_A_6,RN,-32.97,N
04/17/2025,20,1,BLUEJAY_RN,RN,28.38,N
04/17/2025,20,1,BLVN_RN,RN,27.43,N
04/17/2025,20,1,BOARDCRK_ALL,RN,30.39,N
04/17/2025,20,1,BOCO_ESS_RN,RN,-5.66,N
04/17/2025,20,1,BOOTLEG_UN1,RN,22.3,N
04/17/2025,20,1,BORDAS_345,RN,-29.36,N
04/17/2025,20,1,BOSQUESW_CC1,LCCRN,32.7,N
04/17/2025,20,1,BOSQUESW_CC2,LCCRN,30.85,N
04/17/2025,20,1,BOSQ_BSQSU_5,PCCRN,30.85,N
04/17/2025,20,1,BOSQ_BSQS_12,PCCRN,30.85,N
04/17/2025,20,1,BOSQ_BSQS_34,PCCRN,32.7,N
04/17/2025,20,1,BRANDON_RN,RN,-25.63,N
04/17/2025,20,1,BRAUNIG_CC1,LCCRN,21.42,N
04/17/2025,20,1,BRAUNIG_VHB1,RN,22.15,N
04/17/2025,20,1,BRAUNIG_VHB2,RN,22.15,N
04/17/2025,20,1,BRAUNIG_VHB3,RN,22.15,N
04/17/2025,20,1,BRAZ_WND_ALL,RN,9.2,N
04/17/2025,20,1,BRA_AVR1_CT2,PCCRN,21.42,N
04/17/2025,20,1,BRA_AVR_CST1,PCCRN,21.42,N
04/17/2025,20,1,BRHEIGHT_RN,RN,26.93,N
04/17/2025,20,1,BRIGHTSD_RN,RN,24.16,N
04/17/2025,20,1,BRIGHTSD_U1,RN,23.26,N
04/17/2025,20,1,BRISCOE_WIND,RN,-26.11,N
04/17/2025,20,1,BRPANGLE_RN,RN,26.33,N
04/17/2025,20,1,BRPMAGNO_RN,RN,26.92,N
04/17/2025,20,1,BRP_BRAZ_RN,RN,26.32,N
04/17/2025,20,1,BRP_DIKN_RN,RN,26.92,N
04/17/2025,20,1,BRP_LOOP_RN,RN,19.21,N
04/17/2025,20,1,BRP_LOP1_RN,RN,-26.81,N
04/17/2025,20,1,BRP_PBL1_RN,RN,33.3,N
04/17/2025,20,1,BRP_PBL2_RN,RN,33.3,N
04/17/2025,20,1,BRP_RN_UNIT1,RN,21.7,N
04/17/2025,20,1,BRP_SWNY_RN,RN,26.33,N
04/17/2025,20,1,BRP_ZPT1_RN,RN,-30.37,N
04/17/2025,20,1,BRP_ZPT2_RN,RN,-30.37,N
