DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
04/13/2025,19,2,7RNCHSLR_ALL,RN,22.25,N
04/13/2025,19,2,ABINDUST_RN,RN,6.15,N
04/13/2025,19,2,ADL_RN,RN,26.87,N
04/13/2025,19,2,AEEC,RN,-12.89,N
04/13/2025,19,2,AE_RN,RN,20,N
04/13/2025,19,2,AGUAYO_UNIT1,RN,5.37,N
04/13/2025,19,2,AJAXWIND_RN,RN,-29.19,N
04/13/2025,19,2,ALGOD_ALL_RN,RN,-0.69,N
04/13/2025,19,2,ALP_BESS_RN,RN,1.18,N
04/13/2025,19,2,ALVIN_RN,RN,27.11,N
04/13/2025,19,2,AMADEUS_ALL,RN,0.69,N
04/13/2025,19,2,AMISTAD_ALL,RN,3.41,N
04/13/2025,19,2,AMOCOOIL_CC1,LCCRN,26.87,N
04/13/2025,19,2,AMOCOOIL_CC2,LCCRN,26.87,N
04/13/2025,19,2,AMOCO_PUN1,PUN,26.87,N
04/13/2025,19,2,AMOCO_PUN2,PUN,26.87,N
04/13/2025,19,2,AMO_AMOCO_1,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_2,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_5,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_G1,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_G2,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_G3,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_S1,PCCRN,26.87,N
04/13/2025,19,2,AMO_AMOCO_S2,PCCRN,26.87,N
04/13/2025,19,2,ANACACHO_ANA,RN,2.26,N
04/13/2025,19,2,ANCHOR_ALL,RN,3.58,N
04/13/2025,19,2,ANDMDSLR_ALL,RN,-0.29,N
04/13/2025,19,2,ANEM_ESS_RN,RN,-18.72,N
04/13/2025,19,2,ANG_ALL,RN,1.97,N
04/13/2025,19,2,ANOL_ESS_RN,RN,22.75,N
04/13/2025,19,2,ANSON1_ALL,RN,2.92,N
04/13/2025,19,2,ANTL_ESS_ES1,RN,1.39,N
04/13/2025,19,2,APPALOSA_ALL,RN,1.47,N
04/13/2025,19,2,AQUI_ALL,RN,-6.86,N
04/13/2025,19,2,ARAGORN_RN,RN,2.5,N
04/13/2025,19,2,ASCK_SLR_RN,RN,-6.86,N
04/13/2025,19,2,ASTRA_RN,RN,-33.49,N
04/13/2025,19,2,ATK_ATKINSG7,RN,22.48,N
04/13/2025,19,2,AURO_SLR_RN,RN,13.29,N
04/13/2025,19,2,AUSTPL_ALL,RN,31.4,N
04/13/2025,19,2,AVIAT_ALL,RN,2.63,N
04/13/2025,19,2,AVIL_ESS_RN,RN,2.3,N
04/13/2025,19,2,AZSP_SLR_RN,RN,22.87,N
04/13/2025,19,2,AZURE_RN,RN,5.62,N
04/13/2025,19,2,AZ_ALL,RN,26.83,N
04/13/2025,19,2,BAC_RN_ALL,RN,26.82,N
04/13/2025,19,2,BAFFIN_ALL,RN,-16.71,N
04/13/2025,19,2,BAIRDWND_ALL,RN,3.58,N
04/13/2025,19,2,BAKE_RN_ALL,RN,19.88,N
04/13/2025,19,2,BARROW_ALL,RN,2.7,N
04/13/2025,19,2,BASTEN_CC1,LCCRN,26.3,N
04/13/2025,19,2,BASTEN_CCU,PCCRN,26.3,N
04/13/2025,19,2,BATCAVE_RN,RN,-153.53,N
04/13/2025,19,2,BAYC_BESS_RN,RN,11.16,N
04/13/2025,19,2,BBREEZE_1_2,RN,-29.66,N
04/13/2025,19,2,BCATWD_WD_1,RN,16.82,N
04/13/2025,19,2,BCH_RN,RN,20,N
04/13/2025,19,2,BCK_RN,RN,9.63,N
04/13/2025,19,2,BCNV_RN,RN,27.11,N
04/13/2025,19,2,BELM_SLR_RN,RN,7.23,N
04/13/2025,19,2,BEXAR_ES_RN,RN,14.73,N
04/13/2025,19,2,BIGSTAR_ALL,RN,28.5,N
04/13/2025,19,2,BKSL_RN,RN,-13.8,N
04/13/2025,19,2,BLACKJAK_RN,RN,0.14,N
04/13/2025,19,2,BLSMT1_5_A_6,RN,-26.39,N
04/13/2025,19,2,BLUEJAY_RN,RN,23.41,N
04/13/2025,19,2,BLVN_RN,RN,6.13,N
04/13/2025,19,2,BOARDCRK_ALL,RN,23.73,N
04/13/2025,19,2,BOCO_ESS_RN,RN,-0.12,N
04/13/2025,19,2,BOOTLEG_UN1,RN,2.16,N
04/13/2025,19,2,BORDAS_345,RN,-33.98,N
04/13/2025,19,2,BOSQUESW_CC1,LCCRN,5.18,N
04/13/2025,19,2,BOSQUESW_CC2,LCCRN,3.3,N
04/13/2025,19,2,BOSQ_BSQSU_5,PCCRN,3.3,N
04/13/2025,19,2,BOSQ_BSQS_12,PCCRN,3.3,N
04/13/2025,19,2,BOSQ_BSQS_34,PCCRN,5.18,N
04/13/2025,19,2,BRANDON_RN,RN,-10.54,N
04/13/2025,19,2,BRAUNIG_CC1,LCCRN,12.26,N
04/13/2025,19,2,BRAUNIG_VHB1,RN,16.14,N
04/13/2025,19,2,BRAUNIG_VHB2,RN,16.14,N
04/13/2025,19,2,BRAUNIG_VHB3,RN,16.14,N
04/13/2025,19,2,BRAZ_WND_ALL,RN,2.48,N
04/13/2025,19,2,BRA_AVR1_CT2,PCCRN,12.26,N
04/13/2025,19,2,BRA_AVR_CST1,PCCRN,12.26,N
04/13/2025,19,2,BRHEIGHT_RN,RN,26.88,N
04/13/2025,19,2,BRIGHTSD_RN,RN,18.97,N
04/13/2025,19,2,BRIGHTSD_U1,RN,17.91,N
04/13/2025,19,2,BRISCOE_WIND,RN,-34.17,N
04/13/2025,19,2,BRPANGLE_RN,RN,17.35,N
04/13/2025,19,2,BRPMAGNO_RN,RN,26.9,N
04/13/2025,19,2,BRP_BRAZ_RN,RN,18,N
04/13/2025,19,2,BRP_DIKN_RN,RN,26.9,N
04/13/2025,19,2,BRP_LOOP_RN,RN,7.47,N
04/13/2025,19,2,BRP_LOP1_RN,RN,-35.23,N
04/13/2025,19,2,BRP_PBL1_RN,RN,9.22,N
04/13/2025,19,2,BRP_PBL2_RN,RN,9.22,N
04/13/2025,19,2,BRP_RN_UNIT1,RN,7.21,N
04/13/2025,19,2,BRP_SWNY_RN,RN,18.2,N
04/13/2025,19,2,BRP_ZPT1_RN,RN,-17.51,N
04/13/2025,19,2,BRP_ZPT2_RN,RN,-17.51,N
04/13/2025,19,2,BRTSW_BCW1,RN,15.32,N
04/13/2025,19,2,BR_ARROW_ALL,RN,18.16,N
04/13/2025,19,2,BR_VHB6CT5_6,RN,16.91,N
04/13/2025,19,2,BR_VHB6CT7_8,RN,16.91,N
04/13/2025,19,2,BSS_U1,RN,18.45,N
04/13/2025,19,2,BTE_BTE_G1,PCCRN,26.86,N
04/13/2025,19,2,BTE_BTE_G2,PCCRN,26.86,N
04/13/2025,19,2,BTE_BTE_G3,PCCRN,26.86,N
04/13/2025,19,2,BTE_BTE_G4,PCCRN,26.86,N
04/13/2025,19,2,BTE_CC1,LCCRN,26.86,N
04/13/2025,19,2,BTE_PUN1,PUN,26.86,N
04/13/2025,19,2,BTE_PUN2,PUN,26.86,N
04/13/2025,19,2,BTM_ALL,RN,22.33,N
04/13/2025,19,2,BUCHAN_ALL,RN,-172.82,N
04/13/2025,19,2,BUCKTHRN_RN,RN,18.8,N
04/13/2025,19,2,BUFF_GAP_ALL,RN,4.84,N
04/13/2025,19,2,BULLCRK_1_2,RN,-1.01,N
04/13/2025,19,2,BVE_CC1,LCCRN,29.05,N
04/13/2025,19,2,BVE_UNIT1,PCCRN,29.05,N
04/13/2025,19,2,BVE_UNIT2,PCCRN,29.05,N
04/13/2025,19,2,BVE_UNIT3,PCCRN,29.05,N
04/13/2025,19,2,BYRDR_ES_ALL,RN,18.2,N
04/13/2025,19,2,BYU_BYU_1,PCCRN,26.8,N
04/13/2025,19,2,BYU_BYU_12,PCCRN,26.8,N
04/13/2025,19,2,BYU_BYU_34,PCCRN,26.8,N
04/13/2025,19,2,BYU_CC1,LCCRN,26.8,N
04/13/2025,19,2,BYU_G4_RN,PCCRN,26.8,N
04/13/2025,19,2,BYU_PUN1,PUN,26.8,N
04/13/2025,19,2,BYU_PUN2,PUN,26.8,N
04/13/2025,19,2,BYU_PUN3,PUN,26.8,N
04/13/2025,19,2,BYU_PUN4,PUN,26.8,N
04/13/2025,19,2,B_DAVIS_3,PCCRN,-1.95,N
04/13/2025,19,2,B_DAVIS_4,PCCRN,-1.95,N
04/13/2025,19,2,B_DAVIS_CC1,LCCRN,-1.95,N
04/13/2025,19,2,B_D_B_DAVIG1,RN,-1.95,N
04/13/2025,19,2,B_D_B_DAVIG2,PCCRN,-1.95,N
04/13/2025,19,2,CABEZON_ALL,RN,-25.61,N
04/13/2025,19,2,CACH_ESS_RN,RN,19.24,N
04/13/2025,19,2,CALAVER_JKS1,RN,13.11,N
04/13/2025,19,2,CALAVER_JKS2,RN,13.11,N
04/13/2025,19,2,CALAVER_JTD1,RN,15.75,N
04/13/2025,19,2,CALAVER_JTD2,RN,15.75,N
04/13/2025,19,2,CALAVER_OWS1,RN,16.69,N
04/13/2025,19,2,CALAVER_OWS2,RN,16.69,N
04/13/2025,19,2,CALHOUN_ALL,RN,6.8,N
04/13/2025,19,2,CALLAHA_WND1,RN,4.73,N
04/13/2025,19,2,CAL_CALGT1,PCCRN,26.82,N
04/13/2025,19,2,CAL_CALSTG1,PCCRN,26.82,N
04/13/2025,19,2,CAL_CC1,LCCRN,26.82,N
04/13/2025,19,2,CAL_PUN1,PUN,26.82,N
04/13/2025,19,2,CAL_PUN2,PUN,26.82,N
04/13/2025,19,2,CAMWIND_RN,RN,-24.61,N
04/13/2025,19,2,CANYONWD_ALL,RN,1.55,N
04/13/2025,19,2,CAPRIDG4_CR4,RN,2.63,N
04/13/2025,19,2,CAPRIDGE_ALL,RN,2.63,N
04/13/2025,19,2,CARBN_BSP_1,RN,3.14,N
04/13/2025,19,2,CARN_ESS_RN,RN,-1.15,N
04/13/2025,19,2,CARRIZO_ESR1,RN,14.37,N
04/13/2025,19,2,CASL_GAP_UN1,RN,2.26,N
04/13/2025,19,2,CATARINA_B1,RN,24.68,N
04/13/2025,19,2,CBECII_89,PCCRN,9.83,N
04/13/2025,19,2,CBECII_CC3,LCCRN,9.83,N
04/13/2025,19,2,CBECII_CT7,PCCRN,9.83,N
04/13/2025,19,2,CBEC_ALL,PCCRN,19.58,N
04/13/2025,19,2,CBEC_CC1,LCCRN,19.58,N
04/13/2025,19,2,CBEC_CC2,LCCRN,19.58,N
04/13/2025,19,2,CBY4_ALL,PCCRN,26.86,N
04/13/2025,19,2,CBY4_CC1,LCCRN,26.86,N
04/13/2025,19,2,CBY_CBY_G1,RN,26.84,N
04/13/2025,19,2,CBY_CBY_G2,RN,26.84,N
04/13/2025,19,2,CCEC_CC1,LCCRN,-1.17,N
04/13/2025,19,2,CCEC_GT1,PCCRN,-1.17,N
04/13/2025,19,2,CCEC_GT2,PCCRN,-1.17,N
04/13/2025,19,2,CCEC_PUN1,PUN,-1.17,N
04/13/2025,19,2,CCEC_PUN2,PUN,-1.17,N
04/13/2025,19,2,CCEC_ST1,PCCRN,-1.17,N
