DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
04/15/2025,18,2,7RNCHSLR_ALL,RN,35.96,N
04/15/2025,18,2,ABINDUST_RN,RN,25.37,N
04/15/2025,18,2,ADL_RN,RN,33.93,N
04/15/2025,18,2,AEEC,RN,23.83,N
04/15/2025,18,2,AE_RN,RN,34.34,N
04/15/2025,18,2,AGUAYO_UNIT1,RN,32.92,N
04/15/2025,18,2,AJAXWIND_RN,RN,23.89,N
04/15/2025,18,2,ALGOD_ALL_RN,RN,36.32,N
04/15/2025,18,2,ALP_BESS_RN,RN,24.79,N
04/15/2025,18,2,ALVIN_RN,RN,34.17,N
04/15/2025,18,2,AMADEUS_ALL,RN,22.39,N
04/15/2025,18,2,AMISTAD_ALL,RN,17.71,N
04/15/2025,18,2,AMOCOOIL_CC1,LCCRN,34.11,N
04/15/2025,18,2,AMOCOOIL_CC2,LCCRN,34.11,N
04/15/2025,18,2,AMOCO_PUN1,PUN,34.11,N
04/15/2025,18,2,AMOCO_PUN2,PUN,34.11,N
04/15/2025,18,2,AMO_AMOCO_1,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_2,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_5,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_G1,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_G2,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_G3,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_S1,PCCRN,34.11,N
04/15/2025,18,2,AMO_AMOCO_S2,PCCRN,34.11,N
04/15/2025,18,2,ANACACHO_ANA,RN,16.67,N
04/15/2025,18,2,ANCHOR_ALL,RN,18.92,N
04/15/2025,18,2,ANDMDSLR_ALL,RN,22.7,N
04/15/2025,18,2,ANEM_ESS_RN,RN,37.3,N
04/15/2025,18,2,ANG_ALL,RN,27.8,N
04/15/2025,18,2,ANOL_ESS_RN,RN,28.3,N
04/15/2025,18,2,ANSON1_ALL,RN,20.45,N
04/15/2025,18,2,ANTL_ESS_ES1,RN,20.44,N
04/15/2025,18,2,APPALOSA_ALL,RN,26.31,N
04/15/2025,18,2,AQUI_ALL,RN,0.28,N
04/15/2025,18,2,ARAGORN_RN,RN,26.13,N
04/15/2025,18,2,ASCK_SLR_RN,RN,0.28,N
04/15/2025,18,2,ASTRA_RN,RN,-4.59,N
04/15/2025,18,2,ATK_ATKINSG7,RN,33.96,N
04/15/2025,18,2,AURO_SLR_RN,RN,36.68,N
04/15/2025,18,2,AUSTPL_ALL,RN,36.44,N
04/15/2025,18,2,AVIAT_ALL,RN,26.26,N
