DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
04/17/2025,24,4,7RNCHSLR_ALL,RN,20.72,N
04/17/2025,24,4,ABINDUST_RN,RN,5.88,N
04/17/2025,24,4,ADL_RN,RN,19.88,N
04/17/2025,24,4,AEEC,RN,-22.63,N
04/17/2025,24,4,AE_RN,RN,20.54,N
04/17/2025,24,4,AGUAYO_UNIT1,RN,6.08,N
04/17/2025,24,4,AJAXWIND_RN,RN,-29.22,N
04/17/2025,24,4,ALGOD_ALL_RN,RN,-3.9,N
04/17/2025,24,4,ALP_BESS_RN,RN,93.77,N
04/17/2025,24,4,ALVIN_RN,RN,20.06,N
04/17/2025,24,4,AMADEUS_ALL,RN,-4.16,N
04/17/2025,24,4,AMISTAD_ALL,RN,57.51,N
04/17/2025,24,4,AMOCOOIL_CC1,LCCRN,20.02,N
04/17/2025,24,4,AMOCOOIL_CC2,LCCRN,20.02,N
04/17/2025,24,4,AMOCO_PUN1,PUN,20.02,N
04/17/2025,24,4,AMOCO_PUN2,PUN,20.02,N
04/17/2025,24,4,AMO_AMOCO_1,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_2,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_5,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_G1,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_G2,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_G3,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_S1,PCCRN,20.02,N
04/17/2025,24,4,AMO_AMOCO_S2,PCCRN,20.02,N
04/17/2025,24,4,ANACACHO_ANA,RN,44.59,N
04/17/2025,24,4,ANCHOR_ALL,RN,0.6,N
04/17/2025,24,4,ANDMDSLR_ALL,RN,-5.17,N
04/17/2025,24,4,ANEM_ESS_RN,RN,-22.59,N
04/17/2025,24,4,ANG_ALL,RN,2.57,N
04/17/2025,24,4,ANOL_ESS_RN,RN,20.04,N
04/17/2025,24,4,ANSON1_ALL,RN,-1.82,N
04/17/2025,24,4,ANTL_ESS_ES1,RN,-25,N
04/17/2025,24,4,APPALOSA_ALL,RN,42.52,N
04/17/2025,24,4,AQUI_ALL,RN,17.46,N
04/17/2025,24,4,ARAGORN_RN,RN,60.1,N
04/17/2025,24,4,ASCK_SLR_RN,RN,17.46,N
04/17/2025,24,4,ASTRA_RN,RN,-22.32,N
04/17/2025,24,4,ATK_ATKINSG7,RN,19.13,N
04/17/2025,24,4,AURO_SLR_RN,RN,17.49,N
04/17/2025,24,4,AUSTPL_ALL,RN,16.65,N
04/17/2025,24,4,AVIAT_ALL,RN,-0.8,N
04/17/2025,24,4,AVIL_ESS_RN,RN,56.22,N
04/17/2025,24,4,AZSP_SLR_RN,RN,19.75,N
04/17/2025,24,4,AZURE_RN,RN,1.04,N
04/17/2025,24,4,AZ_ALL,RN,19.92,N
04/17/2025,24,4,BAC_RN_ALL,RN,20.01,N
04/17/2025,24,4,BAFFIN_ALL,RN,-13.22,N
04/17/2025,24,4,BAIRDWND_ALL,RN,0.6,N
04/17/2025,24,4,BAKE_RN_ALL,RN,20.11,N
04/17/2025,24,4,BARROW_ALL,RN,61.78,N
